iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,rand
failed,failed,failed,failed,failed,failed,failed,pubmed_11277312,,,0.5921439799
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-l4ztm,,,0.9097642102
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-9z37h-v2,,,0.20166869
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-3sc2g,,,0.3458680222
AgAuCuIrPtRhRuOsPd,not provided,574.94,646.99,0.68,not provided,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-d563d,,,0.2641421149
RuCl(bipy)2IPS,not_provided,405.8,null,null,(absorption max at 405.8 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8lhrt,,,0.9222091034
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-wc8sl,,,0.3696834343
Mg(NO3)2,N2,1075.6,null,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2023-tgdm9-v2,,,0.2121973187
Cu9,null,null,null,null,null,This information is not provided in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2022-78683,,,0.0422645165
RNA X-motif,water,null,null,null,null,This RNA motif is a programmable sensing element designed to perform AND logic operations. It self-assembles into a network-like structure via kissing-loop interaction and undergoes a drastic phase change from liquid to dispersed states upon inputs of specific miRNAs.,chemrxiv_10.26434_SLASH_chemrxiv-2023-qjw7w,,,0.102184837
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-jmx90,,,0.7481716087
failed,failed,failed,failed,failed,failed,failed,pubmed_10965187,,,0.8053675822
zirconium(IV) bromide,benzene-d6,295.75,null,null,(295 nm),,chemrxiv_10.26434_SLASH_chemrxiv-2023-rcvdn-v2,,,0.9407516601
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-0pw9d,,,0.0428940118
Polyphilus sieberi,null,null,null,null,13835258 (400 nm),(6-7) HJ =HJ =CH,pubmed_10995996,,,0.2916389459
rifFA. mediterranei,not provided,925.06,722.5,0.36,not provided,This chromophore is a rifamycin derivative produced by Amycolatopsis mediterranei.,pubmed_11213898,,,0.6323225577
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-lg6qs,,,0.2254545579
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-t0fgj,,,0.7212041004
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-wzj0g,,,0.0595819526
failed,failed,failed,failed,failed,failed,failed,pubmed_9866100,,,0.4420244284
failed,failed,failed,failed,failed,failed,failed,pubmed_10313508,,,0.7202167637
failed,failed,failed,failed,failed,failed,failed,pubmed_9500660,,,0.3909785249
failed,failed,failed,failed,failed,failed,failed,pubmed_9739722,,,0.6882286354
4-(furan-2-yl)benzene,THF,null,280,null,null,This is a substrate and no spectroscopic measurements were reported.,chemrxiv_10.26434_SLASH_chemrxiv-2024-2jvms,,,0.012083407
4-cyanophenylacetylene,DMF,null,null,null,null,This compound is a potential chromophore but no specific spectral data is provided in the paper.,chemrxiv_10.26434_SLASH_chemrxiv-2024-kg4cp,,,0.2386104646
Hg2+,null,547,null,0.05,Molar Absorptivity (λ= 547 nm),3.8e4 M^-1 cm^-1,pubmed_9637486,,,0.8463406737
phenanthrene,"MeCN, H2O",254,null,null,null,oxidative alkyl halide-olefin metathesis,chemrxiv_10.26434_SLASH_chemrxiv-2023-v1rbg,,,0.77387106
Cladribine,DMSO,209.2,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pjl0w-v2,,,0.2286106118
diethylimidazolium,null,308,360,null,This is the starting structure for parametrization of symmetric imidazolium based cations.,,chemrxiv_10.26434_SLASH_chemrxiv-2022-fbggw-v2,,,0.2681860232
Butanoic Acid,null,209.67,null,null,null,This is the IUPAC name and InChI of Butanoic Acid.,chemrxiv_10.26434_SLASH_chemrxiv-2022-bwc99,,,0.8426044863
Dreiklang chromophore,not provided,411,511,0.7,extinction coefficient not provided,"This entry corresponds to the chromophore of the photoswitchable fluorescent protein Dreiklang, which is responsible for its switching from the fluorescent ON-state to the dark OFF-state.",chemrxiv_10.26434_SLASH_chemrxiv-2022-g91vh,,,0.8382155171
Donor–Acceptor Stenhouse Adduct,null,535.03,1053.66,0.82,null,Mechanically gated formation of Donor–Acceptor Stenhouse Adducts Enabling Mechanochemical Multicolor Soft Lithography,chemrxiv_10.26434_SLASH_chemrxiv-2022-f09r0-v2,,,0.3966686814
cobalt(II) chloride hexahydrate,null,285,null,null,null,(3-pyrrolinium)CoCl3 is not a chromophore but the compound under study.,chemrxiv_10.26434_SLASH_chemrxiv-2024-hf6kk,,,0.3574302385
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-91gvl,,,0.4869132289
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-kpx9w,,,0.9873472906
pyrazole,DCM,280,null,null,null,Electrochemical decarboxylative alkylation of pyrazole,chemrxiv_10.26434_SLASH_chemrxiv-2024-996qd,,,0.4930558964
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-9b6v1,,,0.8785727122
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-mw2kb,,,0.6382496187
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-nkmq7,,,0.7677427551
squaramide,toluene,360,480,0.55,360 (350-370 nm),,chemrxiv_10.26434_SLASH_chemrxiv-2024-fqdtn,,,0.2828041257
N-nonylbenzamide,benzene,260.98,980.33,0.78,null,no experimental data provided,chemrxiv_10.26434_SLASH_chemrxiv-2023-cb75z,,,0.3494364587
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-q265h,,,0.4535268445
4-chloro-3-phenylsydnone,null,null,816,null,null,"This is the IUPAC name, SMILES notation, and InChI identifier of 4-chloro-3-phenylsydnone. No spectroscopic data was provided in the paper.",chemrxiv_10.26434_SLASH_chemrxiv-2024-h3l2p,,,0.9724367086
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-lz4k6,,,0.7181185512
failed,failed,failed,failed,failed,failed,failed,pubmed_9916503,,,0.4493338114
merocyanine,CHCl3,400,640,null,The design strategy of ultrawide-range photochromic molecular light emitter.,This row corresponds to the merocyanine chromophore in CHCl3 solvent.,pubmed_11208420,,,0.8684737631
4-methylbenzyl chloride,ethyl acetate,285,null,null,null,This is another example with no experimental data provided.,chemrxiv_10.26434_SLASH_chemrxiv-2024-vbgc6,,,0.07428369
"2,3,7,8,12,13,17,18-Octabromo-5,10,15,20-tetrakis(4-sulfonatophenyl) Porphyrin",water,null,null,null,null,This is a water-soluble porphyrin. The absorption and emission spectra were not explicitly provided in the paper.,pubmed_10649154,,,0.6963180199
failed,failed,failed,failed,failed,failed,failed,pubmed_9590593,,,0.4924315445
Bicyclo[3.1.0]hexane,"THF, TFT",953.69,1087.95,null,value (wavelength nm),This work reports the intramolecular cyclopropanation of pinacol boronic esters to form bicyclo[3.1.0]hexanes. The reaction was performed in THF or TFT solvent and afforded the product with peak absorption at 953.69 nm.,chemrxiv_10.26434_SLASH_chemrxiv-2023-9jkbp,,,0.3588363715
"(4,4’-bipy)0.5MoO3",null,350,365,null,null,"(4,4’-bipyridine intercalated in MoO3)",chemrxiv_10.26434_SLASH_chemrxiv-2023-v6h2h,,,0.6789785584
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-mfxxz-v2,,,0.1639569683
H6bpy-Yb(hfac)3,Toluene,970.05,null,0.92,(molar absorptivity not provided),,pubmed_10107653,,,0.6219554967
Li6.4Ga0.2La3Zr2O12,air,null,null,null,(not provided),This is the starting solid electrolyte material with Ga substitution for Li.,chemrxiv_10.26434_SLASH_chemrxiv-2023-8xmhm,,,0.6822987148
Pramipexole,DMSO,330,null,null,null,Pramipexole is a non-ergoline dopamine agonist used to treat Parkinson's disease.,chemrxiv_10.26434_SLASH_chemrxiv-2022-cgq07,,,0.3057301608
"13-hydroxy-7E,9Z,13Z,16Z-docosatrienoic acid",Hexane,234,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-561x5-v2,,,0.267596219
click_chemistry,solvent_not_provided,null,null,null,molar_absorptivity_not_provided,additional_comments,pubmed_11227474,,,0.5317555883
Polydopamine,null,808,null,null,Naturally derived and facile coating. Intrinsically adhesive.,null,pubmed_11135152,,,0.5938994999
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-jm387,,,0.7119493205
benzofuran-2-yl acetylene,DMSO,300,370,null,null,This compound is a benzofuran derivative with an alkyne functional group at the 2-position. It has been shown to induce ferroptosis in cells and its absorption and emission spectra have not been reported.,chemrxiv_10.26434_SLASH_chemrxiv-2022-h9t07,,,0.1161998848
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-btxdb,,,0.9982909302
Bacillus subtilis,Luria Broth (LB),230.15,null,null,null,Membrane-active compounds with intermediate tail hydrophobicity and lower headgroup charge density are more effective against Bacillus subtilis.,chemrxiv_10.26434_SLASH_chemrxiv-2023-j1rj6,,,0.5346663636
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-nxrfz,,,0.1512283392
failed,failed,failed,failed,failed,failed,failed,pubmed_10313678,,,0.1885161223
null,InChIKey=JQGREYLKPFMVCD-UHFFFAOYSA-N,null,null,0,null,This information is not provided in the paper.,pubmed_11070859,,,0.3974581382
CH2C,null,305,null,null,null,This chromophore is not a fluorophore or dye and does not have reported absorption or emission spectra.,chemrxiv_10.26434_SLASH_chemrxiv-2023-3p8jv,,,0.5958308408
naphthalene,null,null,311,null,null,(9-10) nm,chemrxiv_10.26434_SLASH_chemrxiv-2023-jpw0c,,,0.9641170539
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-lpfs9,,,0.9883329526
4-methylbenzenesulfonic acid,water,320,null,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2022-dszd3,,,0.5348942287
Euterpe edulis,null,null,null,null,null,no information found,pubmed_10253860,,,0.0165740116
CeO_2,not provided,909.81,670.67,0.03,not provided,"This is a rare earth oxide glass containing Cerium (Ce) oxide. The Raman broad scan of this glass was decomposed using q-BWF functions, highlighting the presence of photoluminescence regular patterns in the Raman broad scans.",chemrxiv_10.26434_SLASH_chemrxiv-2024-sfp3b-v2,,,0.9429664465
Vc,water,432.5,638.5,0.7,(620 nm),This chromophore is a (6–4) photolyase from Vibrio cholerae and absorbs light in the range of 200-1100nm with peak absorption at approximately 432.5nm.,pubmed_9852545,,,0.1000091338
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-9d3z8,,,0.0469796408
failed,failed,failed,failed,failed,failed,failed,pubmed_10711796,,,0.2640117276
anthracene,DMSO,348,390,0.27,3000 (300 nm),Anthracene is a polycyclic aromatic hydrocarbon with the chemical formula C14H10. It consists of three fused benzene rings.,chemrxiv_10.26434_SLASH_chemrxiv-2022-x49mh-v3,,,0.4105780094
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-tnr7b-v2,,,0.7826825755
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-gk33d,,,0.9281310916
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-f7qzj,,,0.2317197418
benzene dimer,not provided,254,300,0.001,not provided,not provided,chemrxiv_10.26434_SLASH_chemrxiv-2024-7mq3w,,,0.1262203879
failed,failed,failed,failed,failed,failed,failed,pubmed_10120905,,,0.0208748458
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-dl0cz,,,0.8621416844
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-tbmtf,,,0.4244458522
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-tsl77,,,0.3836266624
failed,failed,failed,failed,failed,failed,failed,pubmed_9967002,,,0.5428261235
2-chloro-4-amino-pyridine,THF,908.07,476.98,0.01,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lrdz4-v2,,,0.0509397367
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-j348w,,,0.457589285
AgGaS2,null,945.04,null,0.05,value (wavelength 945 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lb5z3,,,0.3402687034
FTO,NaxH3-xPO4,null,null,null,null,support for Cu electrocatalyst,chemrxiv_10.26434_SLASH_chemrxiv-2022-1bqb5,,,0.1048053277
failed,failed,failed,failed,failed,failed,failed,pubmed_9865840,,,0.5842034584
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-122pg-v2,,,0.0224868646
5-hydroxyculmorin,null,280,null,null,null,natural product,chemrxiv_10.26434_SLASH_chemrxiv-2023-tphcd,,,0.796580249
Pseudo-nitzschia granii,"Atmosphere and Ocean Research Institute, The University of Tokyo",589,620,0.3,all-trans retinal,This rhodopsin acts as a light-driven proton pump and localizes primarily to the outermost membrane of four membrane-bound complex plastids.,pubmed_10308239,,,0.3900349573
failed,failed,failed,failed,failed,failed,failed,pubmed_11084598,,,0.4978916752
all_trans_retinoic acid,null,345,380,null,null,Vitamin A,pubmed_11010875,,,0.6814048225
null,null,null,null,null,null,null,pubmed_9755530,,,0.6552107611
MAI,null,207.98,null,null,Organic-Inorganic Halide Perovskite Photovoltaic Materials,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2023-zms7p,,,0.4666301
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-n98h4,,,0.6705143552
all_trans_retinoic_acid,water,808.53,1068.8,0.93,value not provided (not specified in the paper),,pubmed_10793621,,,0.1769563216
PTAK,water,550,715,null,null,This is the acceptor CPE used in the paper.,pubmed_11056932,,,0.3566419168
dinaphthoporphycene,COD,null,610,null,null,The first ever out-of-plane Ir(I) complex of porphycene.,chemrxiv_10.26434_SLASH_chemrxiv-2024-gqgm3,,,0.7665254225
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-c4w8x,,,0.0448282871
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-lb0dt,,,0.0629519576
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-v3t03,,,0.8904857303
failed,failed,failed,failed,failed,failed,failed,pubmed_11117837,,,0.4966278118
"2-Morpholino-4,6-dimethyl nicotinonitrile",deionized water,null,null,null,null,This is the fluorescence sensor synthesized in the study.,pubmed_10844310,,,0.3410280223
"Naphthalene-1,8-diamine",none,350,450,null,null,Fluorescent probe for metal cations,pubmed_10056067,,,0.1946773371
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-2cl7z,,,0.2465886434
4-(dicyanomethylene)-2-methyl-6-(4-methylphenyl)pyridine,Toluene,310.1,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-02jpq,,,0.6123408002
imine cation with water,dioxane,null,489.1,null,null,Proposed hydrated intermediate in the organocatalytic asymmetric transfer hydrogenation of aldehydes,chemrxiv_10.26434_SLASH_chemrxiv-2023-znr6r,,,0.870975564
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-j168d,,,0.3889117769
SUMO-2 M-9 byproduct,water,280,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-df1wk,,,0.9313137538
perfluorobutanoic acid,water,254,null,null,null,PFBA is a degradation product of PFOS with a carboxylic acid group and a butane chain.,chemrxiv_10.26434_SLASH_chemrxiv-2024-mtb6s,,,0.0589234983
bromine,acetonitrile,null,null,null,null,Halogen bond acceptor in organocatalysis,chemrxiv_10.26434_SLASH_chemrxiv-2023-03l9n,,,0.1334213135
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-200wq,,,0.1429930881
Polyvinyl alcohol,null,340,null,null,null,synthetic hydrogel,chemrxiv_10.26434_SLASH_chemrxiv-2022-jhfgl,,,0.1085956274
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-hss5f,,,0.9421247079
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-hcnfk,,,0.3496656651
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-68jzh,,,0.5884977432
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-mvvbx,,,0.9162323172
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-38kgb,,,0.1838949895
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-66gtp,,,0.4879412341
Nile Red,ethanol,540,650,0.48,,,pubmed_9909160,,,0.2632873894
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-4ln4x,,,0.1888888283
"Cp*Co(III), C1CCCC1C=NCSN(C)CN1, InChI=InChI=1S/C9H8N2O2P/c1-4-6(5)7-3-8-9/h1-4,8H2,5-7H1,6-9H0",CH2Cl2,539.44,null,null,null,"This complex is a semisandwich cobalt(III) compound with the guanylthiourea ligand and has been shown to exhibit high cytotoxicity in HeLa and HepG2 tumor cell lines. It increases intracellular ROS levels significantly, up to six times compared to control cells.",chemrxiv_10.26434_SLASH_chemrxiv-2024-kk2j7,,,0.133929264
Rhodopsin,null,480,590,0.25,ε = 1 x 10^4 M^-1 cm^-1 at λ= 480 nm (in water),null,pubmed_10776519,,,0.2382631321
PPhSP,DCM,344.83,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-6ks78,,,0.7006489786
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-x7llq,,,0.7490564859
failed,failed,failed,failed,failed,failed,failed,pubmed_10708151,,,0.2673880751
"6-Chloro-2-hydroxy-4H-pyrido[1,2-a]pyrimidin-4-one",not provided,309.93,529.37,0.91,null,"This compound is a key scaffold in many biologically active compounds for anticancer, antibacterial, and antiviral purposes.",chemrxiv_10.26434_SLASH_chemrxiv-2023-09l28,,,0.5102817828
failed,failed,failed,failed,failed,failed,failed,pubmed_11243532,,,0.8168496124
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-v3v25,,,0.7537878761
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-wc062,,,0.4685929762
zinc-carboxylate,water,365,null,null,null,zinc-carboxylate bond in solution,chemrxiv_10.26434_SLASH_chemrxiv-2024-kl45n,,,0.49870728
Portland Ba,ethanol,800,null,null,null,Portland cements,pubmed_10669418,,,0.505805122
