iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper
null,null,null,null,null,null,null,pubmed_9658692
null,null,null,null,null,null,null,pubmed_9655375
null,null,null,null,null,null,null,pubmed_9655307
null,null,null,null,null,null,null,pubmed_9648196
bacteriorhodopsin,β-octylglucoside,570.0,null,null,null,Light-driven proton pump with retinal chromophore.,pubmed_9625836
null,null,null,null,null,null,null,pubmed_9656650
null,null,null,null,null,null,null,pubmed_9659044
null,null,null,null,null,null,null,pubmed_9658423
split-green fluorescent protein (GFP),null,null,null,null,null,Used in split- GFP reassembly assay for studying protein interactions.,pubmed_9658207
folded reporter green fluorescent protein (frGFP),null,null,null,null,null,Variant used to improve fluorescence signal in assays.,pubmed_9658207
super positive green fluorescent protein (spGFP),null,null,null,null,null,Designed for higher solubility and charge.,pubmed_9658207
enhanced green fluorescent protein (eGFP),null,null,null,null,null,Commonly used variant with improved fluorescence properties.,pubmed_9658207
super folder green fluorescent protein (sfGFP),null,null,null,null,null,Engineered for robust folding and fluorescence.,pubmed_9658207
null,null,null,null,null,null,null,pubmed_9656148
null,null,null,null,null,null,null,pubmed_9626557
all-trans-retinal,null,536.0,null,null,null,Synechocystis halorhodopsin (SyHR) is a light-driven anion pump with high chloride affinity and potential sulfate pumping ability.,pubmed_9617919
null,null,null,null,null,null,null,pubmed_9617911
null,null,null,null,null,null,null,pubmed_9617343
null,null,null,null,null,null,null,pubmed_9696173
null,null,null,null,null,null,null,pubmed_9688545
null,null,null,null,null,null,null,pubmed_9686697
null,null,null,null,null,null,null,pubmed_9658751
null,null,null,null,null,null,null,pubmed_9656764
null,null,null,null,null,null,null,pubmed_9655686
null,null,null,null,null,null,null,pubmed_9650282
null,null,null,null,null,null,null,pubmed_9649867
5-carboxyfluorescein,aqueous solution,495.0,520.0,0.91,78000 (495 nm),null,pubmed_9637961
Azo compound,aqueous solution,540.0,null,null,null,Azo chromophore used in nitric oxide detection,pubmed_9637961
"MTDP (E-3’-(2-methyl-2,3-dihydro-1H-benzo[b]cyclopenta[d]thiophen-1-ylidene)pyrrolidin-2’-one)",methanol,305.0,null,0.25,null,The molecule exhibits a quantum yield of 0.25 ± 0.05 in methanol and shows efficient photoisomerization dynamics.,pubmed_9616945
null,null,null,null,null,null,null,pubmed_9616920
Canthaxanthin,water,null,null,null,118000 L/(mol·cm),Chromophore involved in OCP photocycle with s-BP isomerization observed in both solution and crystal studies.,pubmed_9616832
null,null,null,null,null,null,null,pubmed_9614615
null,null,null,null,null,null,null,pubmed_11648839
null,null,null,null,null,null,null,pubmed_9886846
null,null,null,null,null,null,null,pubmed_9700194
null,null,null,null,null,null,null,pubmed_9688045
null,null,null,null,null,null,null,pubmed_9687411
null,null,null,null,null,null,null,pubmed_9680877
null,null,null,null,null,null,null,pubmed_9658608
null,null,null,null,null,null,null,pubmed_9656744
null,null,null,null,null,null,null,pubmed_9656604
null,null,null,null,null,null,null,pubmed_9655292
null,null,null,null,null,null,null,pubmed_9647038
null,null,null,null,null,null,null,pubmed_9646979
null,null,null,null,null,null,null,pubmed_9646516
null,null,null,null,null,null,null,pubmed_9624274
null,null,null,null,null,null,null,pubmed_9612091
Methylene Blue,null,664.0,null,null,null,Used in photocatalytic degradation experiments under sunlight.,pubmed_9610317
null,null,null,null,null,null,null,pubmed_11469215
failed,failed,failed,failed,failed,failed,failed,pubmed_10092527
null,null,null,null,null,null,null,pubmed_10092504
null,null,null,null,null,null,null,pubmed_9828782
null,null,null,null,null,null,null,pubmed_9689029
null,null,null,null,null,null,null,pubmed_9683004
null,null,null,null,null,null,null,pubmed_9682895
null,null,null,null,null,null,null,pubmed_9658282
null,null,null,null,null,null,null,pubmed_9657915
null,null,null,null,null,null,null,pubmed_9645118
null,null,null,null,null,null,null,pubmed_9644056
"trans-1,2-bis(2,6-difluorophenyl)diazene",DMSO,319.0,null,0.87,null,High PSD upon green light irradiation,pubmed_9639001
"trans-1-(2,6-difluoro-4-fluorophenyl)-2-(2,6-difluorophenyl)diazene",DMSO,328.0,null,0.94,null,Highest PSD for cisisomer under green light,pubmed_9639001
"trans-1-(4-bromo-2,6-difluorophenyl)-2-(2,6-difluorophenyl)diazene",DMSO,319.0,null,0.78,null,Long half-life in DMSO at 37°C,pubmed_9639001
"trans-4-((2,6-difluorophenyl)diazenyl)-3,5-difluorobenzenesulfonate",PBS buffer,319.0,null,0.89,null,Water-soluble with high PSD in buffer,pubmed_9639001
"trans-1-(4-ethynyl-2,6-difluorophenyl)-2-(2,6-difluorophenyl)diazene",DMSO,319.0,null,0.87,null,Functionalized with alkyne group,pubmed_9639001
"trans-1,2-bis(4-bromo-2,6-difluorophenyl)diazene",DMSO,319.0,null,0.77,null,Shortened half-life in DMSO,pubmed_9639001
"trans-1-(4-bromo-2,6-difluorophenyl)-2-(2,4,6-trifluorophenyl)diazene",DMSO,319.0,null,0.94,null,High PSD for transisomer under blue light,pubmed_9639001
"trans-4-((4-bromo-2,6-difluorophenyl)diazenyl)-3,5-difluorobenzenesulfonate",PBS buffer,319.0,null,0.83,null,Water-soluble with high PSD in buffer,pubmed_9639001
"trans-1-(4-ethynyl-2,6-difluorophenyl)-2-(2,4,6-trifluorophenyl)diazene",DMSO,319.0,null,0.87,null,Functionalized with alkyne group,pubmed_9639001
"trans-N-(3,5-difluoro-4-((2,4,6-trifluorophenyl)diazenyl)-phenyl)acetamide",DMSO,319.0,null,0.87,null,Acetamide functionalization,pubmed_9639001
"trans-1-(3,5-difluoro-4-((2,4,6-trifluorophenyl)diazenyl)-phenyl)-1H-pyrrole-2,5-dione",DMSO,319.0,null,0.87,null,Pyrrole functionalization,pubmed_9639001
"trans-4-((4-acetamido-2,6-difluorophenyl)diazenyl)-3,5-difluorobenzenesulfonate",PBS buffer,319.0,null,0.87,null,Water-soluble with high PSD in buffer,pubmed_9639001
"(2R,3S,4S,5R,6R)-2-((4-(4-((trans)-(2,6-difluorophenyl)diaz-enyl)-3,5-difluorophenyl)-1H-1,2,3-triazol-1-yl)methyl)-6-(((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)tetrahydro-2H-pyran-3,4,5-triol",PBS buffer,319.0,null,0.87,null,Trehalose-functionalized azobenzene with high PSD in buffer,pubmed_9639001
null,null,null,null,null,null,null,pubmed_9631161
superfolder mTurquoise2,null,null,null,null,gfp-mut2 derived sequence,Donor fluorophore in FRET pair with larger dynamic range than mKO-mCh,pubmed_9606377
mNeonGreen,null,null,null,null,lanYFP derived with GFP termini,Acceptor fluorophore in FRET pair with larger dynamic range than mKO-mCh,pubmed_9606377
null,null,null,null,null,null,null,pubmed_9604522
null,null,null,null,null,null,null,pubmed_9601782
Protonated Tryptophan,null,284.0,null,null,null,Photodynamics of TrpH+ and its hydrated complex studied using cryogenic ion spectroscopy. Excited at 284 nm with UV photodissociation showing specific fragmentation channels.,pubmed_10092157
Protonated Tryptophan Hydrate,null,284.0,null,null,null,Mono hydrated TrpH+−H2O exhibits two conformers with distinct photophysical properties. Conformer A shows nanosecond excited state lifetime and Cα−Cβ bond cleavage near the band origin.,pubmed_10092157
null,null,null,null,null,null,null,pubmed_9687821
null,null,null,null,null,null,null,pubmed_9682918
null,null,null,null,null,null,null,pubmed_9657111
null,null,null,null,null,null,null,pubmed_9654363
"2,6-Diphenyl-4-(2,4,6-triphenylpyridinium-1-yl) phenolate",Tf₂N,598.9,null,null,null,[TOMP]Tf₂N,pubmed_9653922
null,null,null,null,null,null,null,pubmed_9636545
null,null,null,null,null,null,null,pubmed_9626226
null,null,null,null,null,null,null,pubmed_9596611
null,null,null,null,null,null,null,pubmed_9596428
null,null,null,null,null,null,null,pubmed_9810103
null,null,null,null,null,null,null,pubmed_9687499
null,null,null,null,null,null,null,pubmed_9680941
null,null,null,null,null,null,null,pubmed_9655423
null,null,null,null,null,null,null,pubmed_9653892
null,null,null,null,null,null,null,pubmed_9644379
porphyrin,CH2Cl2,610.53,543.38,null,null,Computational study of Raman scattering using DFT methods at B3LYP/6-31G level; comparison with experimental data in CH2Cl2 shows good agreement aside from frequency rescaling and inherent limitations of the DFT functional.,pubmed_9639147
"meta-(ortho-(2-nitrobenzyl))-3,4-dihydroxyphenylalanine",null,null,null,null,null,Used in experiments with ELP constructs and shown to be susceptible to nitro group reduction.,pubmed_9638147
"para-(ortho-(2-nitrobenzyl))-3,4-dihydroxyphenylalanine",null,null,null,null,null,Investigated but not successfully incorporated due to recognition issues with the engineered aaRS.,pubmed_9638147
ortho-nitrobenzyl-tyrosine,null,null,null,null,null,"Incorporated into amilCP and nisin, showing photocleavability and activity changes upon UV irradiation.",pubmed_9638147
null,null,null,null,null,null,null,pubmed_9590593
null,null,null,null,null,null,null,pubmed_9590589
null,null,null,null,null,null,null,pubmed_9590162
null,null,null,null,null,null,null,pubmed_9687240
salinixanthin,null,450.0,null,0.76,132000 (450 nm),"Carotenoid produced by Rhodothermus marinus DSM 16675, used for calculations of carotenoid concentration.",pubmed_9590192
null,null,null,null,null,null,null,pubmed_9699719
null,null,null,null,null,null,null,pubmed_9686540
2-(5-(4-diethylaminophenyl)thiophen-2-yl)quinazolin-4(3H)-one,toluene,405.0,470.0,0.89,"35.8 (405), 21.8 (304)",null,pubmed_9658551
2-(5-(4-diphenylaminophenyl)thiophen-2-yl)quinazolin-4(3H)-one,toluene,405.0,470.0,0.89,"35.8 (405), 21.8 (304)",null,pubmed_9658551
2-(5-(carbazol-9-yl)thiophen-2-yl)quinazolin-4(3H)-one,toluene,370.0,430.0,0.26,null,null,pubmed_9658551
"2-(4'-(diethylamino)[1,1'-biphenyl]-4-yl)quinazolin-4(3H)-one",toluene,370.0,450.0,0.58,37.1 (370),null,pubmed_9658551
"2-(4'-(diphenylamino)[1,1'-biphenyl]-4-yl)quinazolin-4(3H)-one",toluene,370.0,445.0,0.89,"30.1 (370), 22.5 (302)",null,pubmed_9658551
"2-(4'-(carbazol-9-yl)[1,1'-biphenyl]-4-yl)quinazolin-4(3H)-one",toluene,342.0,415.0,0.33,36.5 (342),null,pubmed_9658551
"2-(4'-(diethylamino)[1,1'-biphenyl]-3-yl)quinazolin-4(3H)-one",toluene,310.0,460.0,0.14,33.6 (310),null,pubmed_9658551
"2-(4'-(diphenylamino)[1,1'-biphenyl]-3-yl)quinazolin-4(3H)-one",toluene,328.0,430.0,0.22,"39.3 (328), 36.5 (308)",null,pubmed_9658551
"2-(4'-(carbazol-9-yl)[1,1'-biphenyl]-3-yl)quinazolin-4(3H)-one",toluene,340.0,380.0,0.01,null,null,pubmed_9658551
2-(4-(diphenylamino)phenyl)quinazoline-4-carbonitrile,toluene,432.0,570.0,0.41,"11.2 (432), 35.7 (367), 21.1 (303)",null,pubmed_9658551
null,null,null,null,null,null,null,pubmed_9656794
null,null,null,null,null,null,null,pubmed_9646961
null,null,null,null,null,null,null,pubmed_9588232
null,null,null,null,null,null,null,pubmed_9587564
null,null,null,null,null,null,null,pubmed_9692042
null,null,null,null,null,null,null,pubmed_9658195
Zn(F-BTZ)₂,null,null,null,0.3,null,This is a zinc-based chromophore used as a sensitizer in the study.,pubmed_9639195
null,null,null,null,null,null,null,pubmed_9633984
null,null,null,null,null,null,null,pubmed_9631884
null,null,null,null,null,null,null,pubmed_9611646
null,null,null,null,null,null,null,pubmed_9611063
null,null,null,null,null,null,null,pubmed_9607520
null,null,null,null,null,null,null,pubmed_9606921
null,null,null,null,null,null,null,pubmed_9605377
null,null,null,null,null,null,null,pubmed_9604275
null,null,null,null,null,null,null,pubmed_9589989
null,null,null,null,null,null,null,pubmed_9587542
purpurogallin,null,338.0,null,null,null,"absorbs at 338 nm, phenolic compound",pubmed_9587043
astaxanthin esters,null,470.0,null,null,null,includes cis- and trans-isomers with absorption peaks at 368 and 470 nm respectively,pubmed_9587043
curcumin,null,428.0,null,null,null,Cur-Ag nanoparticles with curcumin as a chromophore.,pubmed_9586410
isoniazid,null,null,null,null,null,Cur-Ag INH nanoparticles with isoniazid as a chromophore.,pubmed_9586410
tyrosine,null,null,null,null,null,Cur-Ag Tyr nanoparticles with tyrosine as a chromophore.,pubmed_9586410
quercetin,null,null,null,null,null,Cur-Ag Qrc nanoparticles with quercetin as a chromophore.,pubmed_9586410
null,null,null,null,null,null,null,pubmed_9925543
null,null,null,null,null,null,null,pubmed_9731692
null,null,null,null,null,null,null,pubmed_9677426
null,null,null,null,null,null,null,pubmed_9673138
null,null,null,null,null,null,null,pubmed_9631876
bilin,null,650.0,710.0,null,null,Phytochrome chromophore involved in photoperiodic flowering regulation in rice.,pubmed_9630834
null,null,null,null,null,null,null,pubmed_9614827
null,null,null,null,null,null,null,pubmed_9611567
"Reactive Black 5 (Tetrasodium-4-ammonium-5-hydroxy-3,6-bis(4-(2-sulfonatoox)ethylsulfonyl)phenylazo)-naphthalene-2,7-disulfonate)",water,598.0,null,null,null,Reactive Black 5 is an azo dye used in the textile industry and is highly resistant to degradation due to its stable structure.,pubmed_9610564
Orange II (4-(2-hydroxy-1-naphthyl azo) benzenesulfonic acid sodium salt),water,485.0,null,null,null,"Orange II is a mono-azo dye commonly used in the textile industry and exhibits high stability, making its removal challenging.",pubmed_9610564
null,null,null,null,null,null,null,pubmed_9610014
"3,4,9,10-Perlylene tetracarboxylic acid",water,466.0,548.0,0.76,33485 (466 nm),Chromophore used for detecting Cu²+ and Pb²+ in water with detection limits of 2 µM (absorbance) and 1 µM (NMR).,pubmed_9608940
"4′-(4-(di(4-tert-butylphenyl)amine)phenyl)-2,2′,6′,2′′-terpyridine",n-hexane,364.0,407.0,0.48,"87.4 (364 nm), 107.4 (291 nm)",null,pubmed_9606908
null,null,null,null,null,null,null,pubmed_9599915
null,null,null,null,null,null,null,pubmed_9598241
null,null,null,null,null,null,null,pubmed_9597735
11-cisretinal,null,null,null,null,null,Chromophore for visual pigments,pubmed_9585964
all-trans retinol,null,null,null,null,null,Substrate for RPE65 in the visual cycle,pubmed_9585964
all-trans retinyl palmitate,null,null,null,null,null,Lipophilic substrate extracted from sER membrane by RPE65,pubmed_9585964
null,null,null,null,null,null,null,pubmed_9585040
null,null,null,null,null,null,null,pubmed_10028146
null,null,null,null,null,null,null,pubmed_9792416
null,null,null,null,null,null,null,pubmed_9661481
Ru-bpyC9,null,null,null,null,null,Acceptor molecule with absorption in the visible range.,pubmed_9639162
LuPcPox( OAc),DMSO,705.0,713.0,0.009,25118 (660 nm),High singlet oxygen quantum yield and highly cytotoxic,pubmed_9631755
AB3TPP-Pc,DMSO,694.0,697.0,0.14,15132 (660 nm),Shows biexponential decay in fluorescence,pubmed_9631755
AB3TPP-Por-C4,DMSO,420.0,660.0,0.13,9758 (660 nm),High singlet oxygen yield and cytotoxic,pubmed_9631755
AB3TPP-Por-C6,DMSO,420.0,651.0,0.13,6168 (660 nm),Similar properties to AB3TPP-Por-C4,pubmed_9631755
H2TPP,THF,415.0,652.0,0.13,null,Reference compound with moderate quantum yield,pubmed_9631755
ZnPc,THF,666.0,673.0,0.25,null,Reference photosensitizer with higher extinction coefficient,pubmed_9631755
failed,failed,failed,failed,failed,failed,failed,pubmed_9627507
null,null,null,null,null,null,null,pubmed_9601570
null,null,null,null,null,null,null,pubmed_9594120
null,null,null,null,null,null,null,pubmed_9587514
null,null,null,null,null,null,null,pubmed_9581447
null,null,null,null,null,null,null,pubmed_10113293
o-methyl red derivative (MREtAAm),ethanol,445.0,null,null,null,neutral state in ethanol,pubmed_10092801
o-methyl red derivative (MRPrAAm),ethanol,434.0,null,null,null,neutral state in ethanol,pubmed_10092801
o-methyl red derivative (MRHexAAm),ethanol,437.0,null,null,null,neutral state in ethanol,pubmed_10092801
o-methyl red derivative (MROctAAm),ethanol,436.0,null,null,null,neutral state in ethanol,pubmed_10092801
null,null,null,null,null,null,null,pubmed_9608719
"naphtho[1,2-b][1,10]phenanthroline platinum complex",CH2Cl2,523.0,628.0,0.9,null,mixed 3LC/3MLCT excited state,pubmed_9606891
"5,6,8,9-tetrahydro-naphtho[1,2-b][1,10]phenanthroline platinum complex",CH2Cl2,524.0,570.0,0.95,null,poorly structured emission,pubmed_9606891
"benzo[1,2-h:5,4-h']diquinoline platinum complex",CH2Cl2,493.0,586.0,0.32,null,pronounced vibrational structure,pubmed_9606891
null,null,null,null,null,null,null,pubmed_9605317
null,null,null,null,null,null,null,pubmed_9601341
null,null,null,null,null,null,null,pubmed_10091814
