iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,TP/TN/FP/FN,Notes
null,null,null,null,null,null,null,pubmed_11478749,,
null,null,null,null,null,null,null,pubmed_11104264,,
marennine,null,null,null,null,null (wavelength not specified),null,pubmed_10419454,,
Clostridium novyi (C. novyi),null,null,null,0.9,null,Clostridium novyi spores for targeted hypoxic tumor therapy and imaging.,pubmed_10811517,,
9-(biphenyl-p-oligophenylene)-perylenemonoimide,chloroform:acetonitrile (2:3),null,null,0.78,null,"DBA derivative with biphenyl-p-oligophenylene bridge, shows high quantum yield and planarization effects in excited state.",pubmed_9677426,,
"2,6-diarylpyrylium",acetonitrile,402,406,0.8,null,These pyryliums are designed as photocatalysts with tunable absorption and emission properties for organic synthesis.,chemrxiv_10.26434_SLASH_chemrxiv-2024-ddlz7,,
1-bromo-9H-carbazol-9-(4-cyanophenyl)methanone,PVA,365,700,0.077,null (wavelength not specified),Used as an energy donor in phosphorescence resonance energy transfer (PRET) processes with various acceptors.,chemrxiv_10.26434_SLASH_chemrxiv-2023-r6x9f,,
null,null,null,null,null,null,null,pubmed_10490775,,
perylene,dimethylformamide,null,null,null,null,The effect of DMF solvent vapor exposure on the optical properties and photocatalytic behavior of CA/Pr films was investigated.,pubmed_10346945,,
null,null,null,null,null,null,null,pubmed_11770382,,
Al-TBAPy,water,null,null,null,null,"Adsorption performance moderate, photodegradation active.",chemrxiv_10.26434_SLASH_chemrxiv-2023-t51x7,,
schizostatin E,cdcl3,200,null,null,null,schizostatin e is a truncated diterpene with a tetrahydrofuran moiety. it had a λmax of 200 nm.,pubmed_11173764,,
null,null,null,null,null,null,null,pubmed_9497697,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q05hb-v2,,
allophycocyanin,null,650,660,null,null,"Allophycocyanin functions as part of the phycobilisome antenna, interacting with C-Phycocyanin in a coupled dimer configuration. Protein vibrations facilitate efficient energy transfer.",pubmed_11587079,,
null,null,null,null,null,null,null,pubmed_10997616,,
pyrazine,null,null,null,null,null,Pyrazines are autoinducers regulating bacterial metabolism and signaling.,pubmed_11480411,,
null,null,null,null,null,null,null,pubmed_11277209,,
null,null,null,null,null,null,null,pubmed_9635830,,
null,null,null,null,null,null,null,pubmed_9612821,,
null,null,null,null,null,null,null,pubmed_10975539,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14376866.v1,,
rhodol_derivative_3,null,542,571,0.15,1517,Compound 11d showed a significant drop in fluorescence intensity below pH 6.4.,pubmed_10308389,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13370414.v1,,
null,null,null,null,null,null,null,pubmed_9193220,,
"4,4-difluoro-4-bora-3a,4a-diaza-s-indacene","PBS (0.1 M, pH 7.4, 5% DMSO)",null,null,null,null,BODIPY-based fluorescent probe for hydrogen peroxide detection with benzil moiety,pubmed_10780145,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hnmdn,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-d0fld,,
null,null,null,null,null,null,null,pubmed_9946696,,
null,null,null,null,null,null,null,pubmed_11137010,,
null,null,null,null,null,null,null,pubmed_9800206,,
null,null,null,null,null,null,null,pubmed_9241518,,
null,null,null,null,null,null,null,pubmed_10574777,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-n5wb1,,
null,null,null,null,null,null,null,pubmed_10742472,,
cytochrome c,water (H2O),409,null,null,null,"Cyt c exhibits increased peroxidase activity in the presence of adenosine derivatives, particularly ATP and ADP, which stabilize the protein and affect its secondary structure.",pubmed_10788901,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xn4k3,,
null,null,null,null,null,null,null,pubmed_10568349,,
Pinacyanol chloride,null,null,639,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.8184218.v1,,
methacrolein,null,210,null,null,2.1e4 L/(mol·cm),Methacrolein has a central methyl substitution.,chemrxiv_10.26434_SLASH_chemrxiv-2023-7jk3m,,
PAzo-l/10,THF,364,null,null,null (absorption at 364 nm),Chirality inversion occurs with m=10; supramolecular helical orientations controlled by odd–even effect.,pubmed_9682918,,
null,null,null,null,null,null,null,pubmed_11660805,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.7396757.v1,,
null,null,null,null,null,null,null,pubmed_9571342,,
null,null,null,null,null,null,null,pubmed_9832327,,
pomacentridae,null,null,null,null,null,UV vision and coloration,pubmed_11874681,,
null,null,null,null,null,null,null,pubmed_9558229,,
PAI 1–2M,null,null,null,null,null,Polyamide-imide polymer with specific structural optimization for electrochromic properties.,pubmed_10780189,,
bodipy-xy-e-tempo,toluene,460,540,0.5,21.2 (458 nm),"the fluorescence quantum yield of bodipy-xy-e-tempo is 0.50, with a peak absorption at 460 nm and emission around 540 nm.",pubmed_10207891,,
methoxybenzene,null,null,null,null,null,Anisole is a polar aromatic compound used as a chromophore to study noncovalent interactions in ground and excited states.,pubmed_11480881,,
BODIPY,"ethanol,HCl",488.89,480,0.72,null,BODIPY complexes exhibit high photostability with tunable emission wavelengths. The quantum yield for BODIPY in neutral ethanol is 0.72.,pubmed_9784619,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-zd39r-v2,,
Carotenoid-Porphyrin-C60 triad #3,Tetrahydrofuran (THF),null,null,null,null,Conformation-specific study of photoinduced charge transfer dynamics in solution phase,pubmed_10601487,,
R-1,THF/water,400,476,0.35,1e4 L/(mol·cm),Chiral micelles with TTA-UC ability attached to AuNRs enhance CPL performance.,pubmed_9816153,,
null,null,null,null,null,null,null,arxiv_1908.00276v1,,
pyridine-pyrazolate boron complex,CH2Cl2,244,463,0.5,"20,300 (244 nm)",High quantum yield and large Stokes shift compared to BODIPY dyes,pubmed_9526719,,
null,null,null,null,null,null,null,pubmed_9397408,,
null,null,null,null,null,null,null,pubmed_10829054,,
null,null,null,null,null,null,null,pubmed_9137718,,
null,null,null,null,null,null,null,pubmed_9436598,,
null,null,null,null,null,null,null,pubmed_9978211,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-j8gc2-v2,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-3xx77,,
hygrolansamycin B,ethanol acetate,208,309,null,null,"Pale yellow powder; αD25+22.6 ( c0.1, MeOH); UV (MeOH) λ max(log ε) 208 (4.50), 309 (2.90).",pubmed_9668088,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-57jk1,,
null,null,null,null,null,null,null,pubmed_9437192,,
null,null,null,null,null,null,null,pubmed_9441035,,
Cathelicidin,null,null,null,null,null,Broad-spectrum antimicrobial peptide with immunomodulatory roles.,pubmed_9243558,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12640760.v1,,
null,null,null,null,null,null,null,pubmed_10656182,,
null,null,null,null,null,null,null,pubmed_11707700,,
null,null,null,null,null,null,null,pubmed_10656903,,
null,null,null,null,null,null,null,pubmed_10452698,,
null,null,null,null,null,null,null,pubmed_11130241,,
iATPSnFR2,null,405,650,null,null,Improved genetically encoded ATP sensor with high dynamic range and mitochondrial targeting for metabolic studies.,pubmed_11126915,,
null,null,null,null,null,null,null,pubmed_11826116,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10416578,,
NOD560,solvent not specified,985.04,467.39,0.27,[value (wavelength nm) or just the value if wavelength is not specified],Light-controlled NO release with enhanced kinetics,pubmed_11181996,,
n-alkylpyrenylazobenzene,"dimethylformamide (DMF), water",300,395,0.04,25000 (365),The chromophore exhibits concentration-dependent fluorescence quenching and forms sheet-like aggregates with specific emission characteristics.,pubmed_10003733,,
null,null,null,null,null,null,null,pubmed_10834609,,
null,null,null,null,null,null,null,pubmed_10542202,,
null,null,null,null,null,null,null,pubmed_11653078,,
Flav7,dichloromethane,1063,1027,0.32,null,Partial deuteration of Flav7 increases quantum yield and decreases nonradiative rates.,chemrxiv_10.26434_SLASH_chemrxiv.14374493.v1,,
"8-hydroxypyren-1,3,6-trisulfonic acid","dimethyl sulfoxide (DMSO), 10 mM pH = 7.4 PBS buffer, 1 mM pH = 8.4 Trizma buffer/acetonitrile 1/19 (v/v)",456,540,0.71,24507 (456 nm),Hydrophilic caged fluorophore used in aqueous solutions for measuring light intensity.,pubmed_10699554,,
rxRFP,null,null,null,0.25,null,"Red fluorescent biosensor based on circularly permuted RFP for selective ROS detection; excitation at 576 nm, emission at 600 nm.",pubmed_10611200,,
null,null,null,null,null,null,null,pubmed_10976409,,
DBC,TOL,331,null,null,296.89 × 10^5 L/mol·cm (331 nm),Electron-withdrawing chlorine substituents influence absorption properties.,pubmed_11758225,,
null,null,null,null,null,null,null,pubmed_11492556,,
mesoporous silica nanoparticles,null,null,null,null,null,mesoporous silica nanoparticles encapsulating irinotecan for improved drug efficacy,pubmed_10536303,,
null,null,null,null,null,null,null,pubmed_10981550,,
Avobenzone,EtOH,null,null,null,null (absorption range: 2.5-5 eV),Detailed photochemical study of Avobenzone's enol and keto tautomers and their photofragmentation products,chemrxiv_10.26434_SLASH_chemrxiv.11855031.v1,,
null,null,null,null,null,null,null,pubmed_11348412,,
null,null,null,null,null,null,null,pubmed_9684159,,
pHluo-Halo-3,null,449,543,0.1,220 (glycerol 40%),"Lower pH sensitivity compared to others, good for specific labeling",chemrxiv_10.26434_SLASH_chemrxiv-2024-rcfzm-v2,,
null,null,null,null,null,null,null,pubmed_9543522,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10004235,,
"10 4-(3-(4'-(diphenylamino)-[1,1'-biphenyl]-4-yl)but-2-en-2-yl)benzonitrile",THF,307.13,314.99,0.7938,"ε = 1.2660 (S0 → S1), LE transition, HOMO → LUMO.",Strong conjugation effects; D-π-A system with bathochromic shifts.,chemrxiv_10.26434_SLASH_chemrxiv-2021-kkftp-v2,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3fqfh,,
null,null,null,null,null,null,null,pubmed_10005747,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-spq6s,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0cvjg,,
null,null,null,null,null,null,null,arxiv_1201.0156v2,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.8427188.v2,,
null,null,null,null,null,null,null,pubmed_9205078,,
null,null,null,null,null,null,null,pubmed_10635043,,
null,null,null,null,null,null,null,pubmed_10829601,,
null,null,null,null,null,null,null,pubmed_9967255,,
null,null,null,null,null,null,null,pubmed_9655292,,
coccomyxa subellipsoidea rhodopsin,null,450,510,0.5,2.8e-4 (460 nm),"Coccomyxa subellipsoidea rhodopsin is a light-driven proton pump with peak absorption at 460 nm and emission around 510 nm, providing a quantum yield of 0.5.",pubmed_10865886,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mxnh2,,
hexaphenylsilole,null,null,null,null,null,Hexaphenylsilole is a chromophore known for its strong fluorescence in the aggregated state.,pubmed_9953538,,
actinomycin D,null,null,null,0.14,null,Actinomycin D is an anticancer drug containing a phenoxazine moiety and functions as an intercalator.,pubmed_9909160,,
7-amino-4-methylcoumarin derivative linked with 9-chloromethylanthracene,DMF,370,420,0.03,null,"The molecule forms an endoperoxide (1-O2) upon reaction with singlet oxygen, which is non-fluorescent but shows fluorescence enhancement upon UV or NIR light stimulation.",pubmed_9256616,,
null,null,null,null,null,null,null,pubmed_10458470,,
null,null,null,null,null,null,null,pubmed_10779932,,
DBTTF,"Chloroform, 1,1,3,3,3-hexafluoro-2-propanol (6:1)",903,null,null,null,CTC composed of DBTTF and TCNB; near-infrared dye allowing photothermal actuation; metastable non-CTC state persists for weeks or more depending on storage conditions.,pubmed_10485926,,
AzaleaB5,null,574,610,0.58,104000 (574 nm),null,pubmed_10958192,,
azure_a,dmf,538,null,null,null,chromophore with absorption at 538 nm used in electrocatalysis.,chemrxiv_10.26434_SLASH_chemrxiv.12739946.v3,,
null,null,null,null,null,null,null,pubmed_11547487,,
spiropyran,null,450,600,0.88,null (450-600 nm),Spiropyran-based materials are used in hydrogels and MOFs for controlled drug delivery and proton conduction.,pubmed_10180172,,
null,null,null,null,null,null,null,pubmed_10611153,,
"((E,E)-1,5-bis[4-(ethyl)phenyl]penta-1,4-dien-3-one)","ethyl acetate, methanol, DMSO",385,null,null,null,"Compound 3 shows photodegradation upon UV exposure, leading to hydrogenation of the chromophore.",pubmed_11582420,,
null,null,null,null,null,null,null,pubmed_10808969,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11633733,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2025-pl8s1,,
Chrysochloris asiatica,null,918,null,null,null,Convergent evolution of vestigial eyes in golden moles; molecular evidence for eye gene decay.,pubmed_10671557,,
Phytochrome B G515E,null,649,null,null,20 µM (649 nm),null,pubmed_11379985,,
Ru(Salen)(PPh3)Cl,null,550,620,null,null,Ru(III) complex with Schiff base ligand derived from salicylaldehyde and ethylenediamine loaded into SBA-15 mesoporous silica for antimicrobial and anticancer applications.,pubmed_10221598,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-15rbd,,
tetracene dicarboxylic acid,DMF,570,null,null,null,"The paper discusses the binding of tetracene dicarboxylic acid (Tc(Ac-COOH)2) to PbS quantum dot surfaces, showing strong electronic coupling and hybrid states affecting absorption properties.",pubmed_10416565,,
"thianthreno[2,3- c][1,2,5]thiadiazole",null,null,null,0,null,"Thianthreno[2,3- c][1,2,5]thiadiazole (SS-BZT) was designed by combining thianthrene and BZT units for enhanced red room-temperature phosphorescence.",pubmed_10510757,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5c76p,,
5-Methyluracil,null,267,null,null,null,Thymine is a nucleobase chromophore studied for its ππ*/nπ* internal conversion dynamics.,arxiv_1610.08498v1,,
eupatoriopicrin,MeOH,null,null,null,null,null,pubmed_10343470,,
null,null,null,null,null,null,null,pubmed_11706641,,
null,null,null,null,null,null,null,pubmed_9605500,,
null,null,null,null,null,null,null,pubmed_11236899,,
Chrom7,aqueous,800,1050,0.32,null,Chrom7 is a chromenylium heptamethine dye used as a scaffold for other derivatives.,chemrxiv_10.26434_SLASH_chemrxiv-2022-h8rjb,,
null,null,null,null,null,null,null,pubmed_10459692,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9825941,,
null,null,null,null,null,null,null,pubmed_10989696,,
null,null,null,null,null,null,null,pubmed_11769161,,
null,null,null,null,null,null,null,arxiv_2210.16420v1,,
null,null,null,null,null,null,null,pubmed_9124186,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10448656,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11188482,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11276186,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.7229054.v2,,
null,null,null,null,null,null,null,arxiv_2304.06884v2,,
null,null,null,null,null,null,null,pubmed_11561045,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10588942,,
null,null,null,null,null,null,null,pubmed_9325216,,
null,null,null,null,null,null,null,pubmed_10254566,,
null,null,null,null,null,null,null,arxiv_1903.05167v1,,
null,null,null,null,null,null,null,pubmed_9512226,,
null,null,null,null,null,null,null,pubmed_9610418,,
null,null,null,null,null,null,null,pubmed_10525303,,
"dicyanoocta-1,3,5,7-tetraene",null,450,600,0.35,null,This compound is a key intermediate in various [2 + 2] CA–RE reactions and exhibits distinct absorption properties.,pubmed_10825803,,
null,null,null,null,null,null,null,pubmed_9646979,,
null,null,null,null,null,null,null,pubmed_11509733,,
