iupac_name,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,
null,null,null,null,null,null,null,null,null,null,pubmed_10530689,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10530509,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10530397,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10530375,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10530293,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10529966,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10529640,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10529453,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10529024,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10528869,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10528730,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10528086,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10528052,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10527716,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10527030,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10527020,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526964,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526956,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526871,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526836,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526757,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526673,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526526,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526510,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526416,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526324,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526317,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526226,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526203,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526140,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526077,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10526061,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10525973,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10525957,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10525812,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10525671,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10525270,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10525138,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10523742,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10523165,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10523119,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522973,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522917,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522909,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522851,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522746,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522684,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522495,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522443,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10522246,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10521900,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10521633,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10521212,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10520693,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10520570,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10520314,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10519957,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10519927,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10519274,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10519153,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10518445,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10518422,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10517705,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10517695,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10517595,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10517551,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10517024,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10516915,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10516749,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10516497,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10516212,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10516174,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515847,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515777,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515631,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515612,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515597,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515556,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515481,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515374,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515363,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515236,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515227,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10515137,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514894,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514806,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514771,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514739,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514582,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514367,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514266,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514240,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10514163,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10513945,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10513404,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10513076,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512742,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512657,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512514,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512409,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512391,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512351,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512328,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512327,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10512269,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10511911,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10511835,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10511808,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10511499,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10511323,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10510724,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10510585,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10510031,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10509483,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10509274,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10508765,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10508758,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10508045,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10507834,,,,
γ-carbonyl-substituted ε-caprolactones,null,null,null,null,298.15,null,null,null,Additional information about the pKa measurement or compound,pubmed_10507672,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10507380,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10507345,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10507237,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10506895,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10506410,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10506380,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10506287,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10505720,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10505589,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10388789,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10388787,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10505219,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10505217,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10505203,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10504839,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10504574,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10504394,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10504367,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10504116,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10503802,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10503626,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10503604,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10503597,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10503143,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10503100,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10502868,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10502814,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10502604,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10502303,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10502019,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10501941,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10501875,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10501856,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10501188,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10500997,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10500992,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10500461,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10500213,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10500074,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10499787,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10499721,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498814,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498800,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498718,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498679,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498676,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498445,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498422,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10498311,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10497972,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10497772,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10497628,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10497626,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10497001,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10496356,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10496111,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10496031,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10496016,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495892,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495745,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495731,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495588,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495394,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495369,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495264,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10495110,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10494934,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10494931,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10494880,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10494760,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10494466,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10494313,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10493853,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10493666,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10493586,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10493395,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10493328,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10493268,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10493217,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10492884,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10492700,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10491942,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10491752,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10491628,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10491536,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10491294,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10491255,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10491155,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10490380,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10490126,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_10490098,,,,
