iupac_name,smiles,inchi,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,,,,
,null,null,null,null,null,null,null,null,null,null,"This work was financially supported by an MRC-Industry Asset Sharing Initiative grant (ref: MR/R005915/1) from the Medical Research Council UK (To KD), and by a grant from Northern Ireland Chest Heart and Stroke (KD & CR).",pubmed_10643892,,,,,,,
,<no value>,<no value>,null,acid,carboxylate,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hrpx0,,,,,,,
,<no value>,<no value>,null,sufD,Fe-S cluster assembly,null,null,null,in silico,null,This study did not provide uncertainty or additional information for the pKa values.,pubmed_11057465,,,,,,,
,<no value>,<no value>,63.07,enzyme-based pH feedback system,urease,,298.15,null,photopolymerization of bicontinuous nanospheres,null,,pubmed_11040580,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11237130,,,,,,,
,IrO2(110),"InChI=1S/Ir/O2/c1-3-4-5-6/h1H,2H2,3H3,4H4,5H5,6H6/i1-2+,3-4+,5-6+",6.09,acid electrolyte anion,OH-,water,298.15,0,DFT,4,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2023-jhnj4,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Experimental determination of pKa,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rp751,,,,,,,
,C6H8O4S-Ag,"InChI=1S/C6H8O4SAG/c7-3-2-5(6)9-1(4)8//h1-5H,7H2,8H3,6H4/t10-/m0/s1",33.19,acid,silver sulfate,water,298.15,0.1M HCl,potentiometric titration,2.14,"The pKa value of silver sulfate in water at 25°C, measured by potentiometric titration.",pubmed_10579425,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no value>,pubmed_11227337,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values or related information.,pubmed_10756121,,,,,,,
,null,null,29.55,base,NH_3^+,water,473.15,0M,potentiometric titration (pH-metric) using a glass electrode and an Ag/AgCl reference electrode with NaOH or HCl solutions of known concentration.,null,,pubmed_11250234,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This information was not provided in the paper.,pubmed_10906044,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,<no value>,pubmed_11200711,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no information found>,pubmed_11262228,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values for any compounds.,pubmed_11243686,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,not provided,pubmed_11270748,,,,,,,
,C6H8O4,InChI=1S/COC(OC)CCCCO/c1-7(2)5-3-4-6(9)8-10,9.43,acid,carboxylic acid,null,null,null,null,null,null,pubmed_11220794,,,,,,,
,<no value>,<no value>,null,acid,phosphate,<no value>,null,null,<no value>,null,<no value>,pubmed_10915798,,,,,,,
,<no value>,<no value>,null,Protein kinase A (PKA) signaling,<no value>,null,null,null,"Immunofluorescent staining and quantification, Western blot",null,<no value>,pubmed_10773979,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Review Article,null,<no value>,pubmed_10912389,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Electrochemical and Molecular Assessment of Quinones as CO2- Binding Redox Molecules for Carbon Capture,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-rnsb1,,,,,,,
,<no value>,<no value>,null,not provided,not provided,null,null,null,not provided,null,The paper does not provide experimental pKa values for any compounds.,pubmed_10787768,,,,,,,
,null,null,null,null,null,null,null,null,null,null,This information is not provided in the paper.,pubmed_11044216,,,,,,,
,<no value>,<no value>,null,base,phosphate,null,null,null,null,null,This paper does not provide experimental pKa values or related information for compounds.,pubmed_10378090,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This research did not provide experimental pKa values for any compounds.,pubmed_10887139,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This study explores the antifungal activity of Allyl isothiocyanate (AITC) against Candida albicans. The mechanism of action includes inhibition of ergosterol biosynthesis and induction of reactive oxygen species generation.,pubmed_10874482,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10885035,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10855086,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10340833,,,,,,,
,null,null,null,mtUPR (mitochondrial unfolded protein response),null,null,null,null,not provided,null,not provided,pubmed_10741690,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_11026845,,,,,,,
,null,null,76.58,base,phosphate group,water (pH = 10),323.15,0.1 M NaCl,UV-Vis spectroscopy with DNA calibration curve,4.9,"The pKa of the phosphoester in the backbone of DNA is ~1, and soot and charcoal behave as negatively charged particles above ~3 (Figure 1G-H), a decrease in adsorption capacity with an increase in pH suggests that electrostatic interaction plays a role in the interaction.",chemrxiv_10.26434_SLASH_chemrxiv-2021-9pz8c-v5,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Physiologically based model of bile acid metabolism,null,<no value>,pubmed_10561051,,,,,,,
,<no value>,<no value>,null,RBM5,null,null,298.15,null,not provided,null,"This study reveals that RBM5 negatively regulates the expression of CARM1 by binding directly to its mRNA and participating in the NMD process of CARM1 mRNA in BC cells. CARM1 mediates the activation of Wnt/β-catenin and RBM5 by promoting the phosphorylation of GSK3β. PRKACA acts as a phosphorylated kinase of GSK3β, is regulated by CARM1 at the transcription level, and promotes the growth and progression of BC cells.",pubmed_10778212,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-qjkjn-v2,,,,,,,
,"N-(2-aminoethyl)benzene-1,4-diol","InChI=1S/C8H12N2O2/c1-6(7)9(5)8/h3-5H,7-8H2,1H3",4,base,hydroxyl group,water,298.15,0.1 M,potentiometric titration,0.03,guanfacine used in the treatment of cognitive symptoms after TBI,pubmed_10960163,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Spectrophotometry,null,This research was funded by FAPESP (Foundation for Research Support of the State of São Paulo) and of UFABC (Federal University of ABC).,pubmed_11209534,,,,,,,
,Thamnaconus septentrionalis,null,null,pKa not reported,null,null,null,null,null,null,null,pubmed_10886137,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-stat method,null,This paper does not contain the required information to extract experimental pKa values and related information for compounds.,pubmed_10705843,,,,,,,
,<no value>,<no value>,null,null,null,<no value>,null,null,<no value>,null,<no value>,pubmed_11182219,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,The present study was supported (grant no. 82273115) by research grants from the National Natural Science Foundation of China.,pubmed_11082723,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10800811,,,,,,,
,<no value>,<no value>,null,acidic extracellular pH,,,298.15,null,not provided,null,,pubmed_10648750,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10814103,,,,,,,
,"2,5-bis(hydroxymethyl)furan","InChI=1S/C6H8O4/c7-3-1-2-5-6-4//H3-5,7-8,9/H2-2,4",null,not reported,Furanic Compound (Bis(hydroxymethyl)furan),null,null,null,null,null,"This study investigates the electrocatalytic oxidation of 2,5-bis(hydroxymethyl)furan to FDCA using TEMPO derivatives. The catalysts that facilitate full conversion to FDCA are acetamido-TEMPO (ACT), methoxy-TEMPO (MT), and TEMPO.",pubmed_11215720,,,,,,,
,Visudyne,"InChI=1S/C30H24N4O6/c1-18(25)27(29)30(21)22-23(26)28(31)32(20)19-24(27)29/h1-18H,2-17H2,(H2,25,26,27,28,29,30,31)n+,3-16H2,(H2,20,21,22,23,24,25,26,27,28,29,30,31)n-",38.89,acid,benzoporphyrin derivative,water,298.15,null,UV-Vis spectroscopy,null,"This study compares a solid lipid nanoparticle formulation of BPD-PC with an already established liposomal formulation of BPD-PC. The study demonstrates that the LNP formulation enhances PDT efficacy in ovarian cancer, as compared to the unformulated photosensitizer.",pubmed_11253097,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_11127239,,,,,,,
,<no value>,<no value>,null,OCA2,<no value>,null,null,null,null,null,<no value>,pubmed_10888696,,,,,,,
,<no value>,<no value>,null,acid,<no value>,<no value>,null,null,<no value>,null,<no information found>,chemrxiv_10.26434_SLASH_chemrxiv.11916015.v2,,,,,,,
,<no value>,<no value>,null,acid,phosphoprotein,<no value>,null,null,<no value>,null,<no value>,pubmed_10515612,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10889682,,,,,,,
,<no value>,<no value>,null,base,<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_11083562,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,The paper does not provide experimental pKa values and related information.,pubmed_10819307,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,X-ray crystallography,null,"[0, 1]",pubmed_10482962,,,,,,,
,<no value>,<no value>,null,amyloid,<no value>,null,null,null,"CD, FTIR, ThT assays, AFM",null,<no additional information>,pubmed_10394066,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-jrf38,,,,,,,
,<no value>,<no value>,null,acid,<no value>,<no value>,null,null,<no value>,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv.8943389.v1,,,,,,,
,Bacillus subtilis,CID=1673980,null,null,null,null,null,null,X-ray crystallography,null,Mechanistic insights into regulation of AcsA activity by lysine acetylation and report an example of enzymatically catalyzed protein lysine acetylation using AcP as an acetyl-group donor,pubmed_11255334,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10453674,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv.14535282.v1,,,,,,,
,<no value>,<no value>,null,lysosomal vesicle,null,null,null,null,null,null,synapse maintenance,pubmed_11230415,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Ionic gelation,null,<no value>,pubmed_10460071,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-p6t0r-v5,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Review,null,<no value>,pubmed_11170481,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values and related information for compounds.,pubmed_11114140,,,,,,,
,Sulconazole,"InChI=1/C14H19ClN3O2S/c1-7(8)10-5-6-13(14,12)11(9)15-16/h1-5H,7-13H2,(H,14,15)",8.7,base,sulconazole sulfide,null,null,null,null,null,null,pubmed_10672792,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10805511,,,,,,,
,<no value>,<no value>,null,acid,pyridinic nitrogen,null,null,null,electrochemical reduction,null,This paper does not provide experimental pKa values for any compounds.,chemrxiv_10.26434_SLASH_chemrxiv.13174601.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,not provided,pubmed_10486334,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-metric titration,null,This study did not report any experimental pKa values for compounds.,pubmed_11060175,,,,,,,
,<no value>,<no value>,null,CXCR4,chemokine receptor type 4,null,null,null,not provided,null,"This review summarizes the mechanism of Alzheimer's disease (AD) and therapeutics of AD, with a focus on the structure of CXCR4 and ligand CXCL12 and the mechanism of CXCR4/CXCL12, which are involved in the occurrence and development of AD. The possible therapeutics of AD through microglia and astrocytes have also been described, aiming to provide a new method for the treatment of AD.",pubmed_10528775,,,,,,,
,<no value>,<no value>,null,acid,peroxo,null,null,null,null,null,The two-electron reductive activation of O2,pubmed_10880062,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Review Article,null,<no value>,pubmed_11059410,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10493395,,,,,,,
,C6H7NO4,"InChI=1S/C6H7NO4/c1-5(3)2-6(4)7/h1-5H,7OH",70.16,acid,carboxylic acid,water,298.15,0.1M NaCl,UV-Vis spectroscopy,3.33,This is a pKa value for the carboxylic acid functional group of a compound with the IUPAC name <no value> and SMILES notation C6H7NO4.,pubmed_10946451,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-zrm6p,,,,,,,
,<no value>,<no value>,null,pKa,<no value>,<no value>,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-2x06r-v3,,,,,,,
,<no value>,<no value>,null,acid,<no value>,null,null,null,<no value>,null,<no value>,pubmed_11058998,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,not provided,pubmed_10723337,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-q4rw8-v2,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_11270692,,,,,,,
,<no value>,<no value>,null,acid,triglyceride,null,null,null,lipolysis,null,"The initial step is the conversion of glycerol-3-phosphate (G-3-P) to LPA, catalyzed by glycerol-3-phosphate acyltransferases (GPATs).",pubmed_11051834,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14229491.v1,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11260949,,,,,,,
,<no value>,<no value>,null,unknown,null,null,null,null,In-source CID ramping (InCIDR) and Co-variant ion analysis of hydrophilic interaction chromatography (HILIC),null,null,chemrxiv_10.26434_SLASH_chemrxiv.11676174.v1,,,,,,,
,<no value>,<no value>,null,unknown,null,null,null,null,not provided,null,"This research was funded by Blue Sky Research (Call for University Research Found), BSR-15214 (2017–2019).",pubmed_10574014,,,,,,,
,Burkholderia cepacia lipase,null,10.33,acid,null,null,298.15,null,Experimental and computational analysis of synthesis conditions of hybrid nanoflowers for lipase immobilization,null,no information found,pubmed_10856756,,,,,,,
,<no value>,<no value>,null,Hydroxide,<no value>,null,null,null,<no value>,null,<no value>,pubmed_11040723,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11032601,,,,,,,
,N-(3-aminophenyl)acetamide,"InChI=1S/C6H9NO/c7-5(8)4-2-1/h7H,8H,9H,1H2,(H,5,6)/t7+,8-,9+",8,base,NH2,water,298.15,0 M,titration (potentiometric),null,This compound is a derivative of tyrosine and has been reported to be an aminobase with a pKa value of 8.0.,pubmed_11066840,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,The paper does not provide pKa values for any compounds.,pubmed_10733959,,,,,,,
,<no value>,<no value>,null,pNIPAm-co-AAc,poly(N-isopropylacrylamide-co-acrylic acid),null,298.15,null,"Dynamic light scattering, Phase analysis light scattering, Atomic force microscopy",null,The paper does not provide specific information about the experimental method used to determine the pKa or any uncertainties in the measurements.,chemrxiv_10.26434_SLASH_chemrxiv.7243454.v1,,,,,,,
,ENL,INCHIKEY_JZNMRYOQISXVCR-UHFFFAOYSA-N,75.28,acid,KILK motif interaction,null,300.15,null,IC550 method,0.71,This first in class probe molecule can be used to understand MLLT1/3 associated biology and the therapeutic potential of small molecule YD inhibitors.,chemrxiv_10.26434_SLASH_chemrxiv.7090547.v1,,,,,,,
