iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,"TP, TN, FP, FN",Human Notes,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lpxzb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c118j,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-12vxr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rx2fz-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bd1x5,,,,,,,
null,null,null,null,null,null,null,pubmed_11347310,,,,,,,
null,null,null,null,null,null,null,pubmed_10747151,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zrq0s,,,,,,,
null,null,null,null,null,null,null,pubmed_10467519,,,,,,,
null,null,null,null,null,null,null,pubmed_10901089,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hgp7b,,,,,,,
null,null,null,null,null,null,null,pubmed_10792605,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1jwr7,,,,,,,
null,null,null,null,null,null,null,pubmed_11173714,,,,,,,
null,null,null,null,null,null,null,pubmed_10651743,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9362l,,,,,,,
null,null,null,null,null,null,null,pubmed_11464038,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qbjg2-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f42kl-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11181570,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hk43q-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10589166,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g1j8b,,,,,,,
null,null,null,null,null,null,null,pubmed_10688179,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bgpz1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1ncv5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5q2v1,,,,,,,
null,null,null,null,null,null,null,pubmed_10779389,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5h4xk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ppk9s,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-snzf8,,,,,,,
null,null,null,null,null,null,null,pubmed_11263673,,,,,,,
null,null,null,null,null,null,null,pubmed_10763660,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jqp0c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rs2v8-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10806680,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hd7sq,,,,,,,
null,null,null,null,null,null,null,pubmed_10836803,,,,,,,
null,null,null,null,null,null,null,pubmed_10407544,,,,,,,
null,null,null,null,null,null,null,pubmed_11358998,,,,,,,
null,null,null,null,null,null,null,pubmed_10519274,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z007q,,,,,,,
null,null,null,null,null,null,null,pubmed_11402815,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q8kqx-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p5gsr,,,,,,,
null,null,null,null,null,null,null,pubmed_10820070,,,,,,,
null,null,null,null,null,null,null,pubmed_10943177,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pg8rc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cpjgk,,,,,,,
null,null,null,null,null,null,null,pubmed_10562392,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-848sw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7dw8z,,,,,,,
null,null,null,null,null,null,null,pubmed_10419765,,,,,,,
null,null,null,null,null,null,null,pubmed_10561051,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ph882-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3rbfp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vfp2c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6nlx1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qsgcq,,,,,,,
null,null,null,null,null,null,null,pubmed_11088445,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-b9mtd,,,,,,,
null,null,null,null,null,null,null,pubmed_10643004,,,,,,,
null,null,null,null,null,null,null,pubmed_11215212,,,,,,,
null,null,null,null,null,null,null,pubmed_11311092,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8l14c,,,,,,,
null,null,null,null,null,null,null,pubmed_10487697,,,,,,,
null,null,null,null,null,null,null,pubmed_10556026,,,,,,,
null,null,null,null,null,null,null,pubmed_11188336,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f5kkq-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z65pd,,,,,,,
null,null,null,null,null,null,null,pubmed_11388732,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t0x61,,,,,,,
null,null,null,null,null,null,null,pubmed_10563634,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-38shp,,,,,,,
null,null,null,null,null,null,null,pubmed_10821590,,,,,,,
null,null,null,null,null,null,null,pubmed_11440154,,,,,,,
null,null,null,null,null,null,null,pubmed_11357593,,,,,,,
null,null,null,null,null,null,null,pubmed_10901609,,,,,,,
null,null,null,null,null,null,null,pubmed_10436495,,,,,,,
null,null,null,null,null,null,null,pubmed_10671743,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-81glw,,,,,,,
null,null,null,null,null,null,null,pubmed_10705270,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-pbt49-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_11122285,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tn0bc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kxpj1-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vsmbm,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-66jqr-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10515847,,,,,,,
null,null,null,null,null,null,null,pubmed_11443494,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-twmpk,,,,,,,
null,null,null,null,null,null,null,pubmed_10792927,,,,,,,
null,null,null,null,null,null,null,pubmed_10958773,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8gp23,,,,,,,
null,null,null,null,null,null,null,pubmed_10380733,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-230kn,,,,,,,
null,null,null,null,null,null,null,pubmed_10498814,,,,,,,
null,null,null,null,null,null,null,pubmed_10964135,,,,,,,
null,null,null,null,null,null,null,pubmed_11078209,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h02j4,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8k7pf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-03zwx,,,,,,,
null,null,null,null,null,null,null,pubmed_10706287,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4gxn8,,,,,,,
null,null,null,null,null,null,null,pubmed_10500461,,,,,,,
null,null,null,null,null,null,null,pubmed_11443487,,,,,,,
null,null,null,null,null,null,null,pubmed_11431786,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z5jnt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3sn8n,,,,,,,
null,null,null,null,null,null,null,pubmed_11215720,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2tvmv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6zhx4-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7q00c,,,,,,,
null,null,null,null,null,null,null,pubmed_11194930,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5w7nc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4b4cf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t157c,,,,,,,
null,null,null,null,null,null,null,pubmed_11077189,,,,,,,
null,null,null,null,null,null,null,pubmed_10491536,,,,,,,
null,null,null,null,null,null,null,pubmed_10880026,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d6qkv,,,,,,,
null,null,null,null,null,null,null,pubmed_10716015,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tk505,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s1436,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fxvmk,,,,,,,
null,null,null,null,null,null,null,pubmed_10574808,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pn532-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0b8sf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h8ddb-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10680794,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3n4rp,,,,,,,
null,null,null,null,null,null,null,pubmed_10620718,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lwvwn,,,,,,,
null,null,null,null,null,null,null,pubmed_10466921,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1dcqw,,,,,,,
null,null,null,null,null,null,null,pubmed_11007342,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-np6zg,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c4q7f,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vc0t0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vt45d,,,,,,,
null,null,null,null,null,null,null,pubmed_11120183,,,,,,,
null,null,null,null,null,null,null,pubmed_11036016,,,,,,,
null,null,null,null,null,null,null,pubmed_10782143,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5kzm8,,,,,,,
null,null,null,null,null,null,null,pubmed_10615655,,,,,,,
null,null,null,null,null,null,null,arxiv_1610.00698v1,,,,,,,
null,null,null,null,null,null,null,pubmed_11434600,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-btx4n,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l8p2v,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vlqz5-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qwmb2-v4,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w1rmf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4rz2q,,,,,,,
null,null,null,null,null,null,null,pubmed_11152069,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qp5bb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8lhws,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n10m0,,,,,,,
null,null,null,null,null,null,null,pubmed_10862543,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w9z02,,,,,,,
null,null,null,null,null,null,null,pubmed_11435057,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nglnz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-14n8g,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gwg06,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-x2cml-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rrs7z,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m26t2-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xt65x,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hn590,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-74p0j,,,,,,,
null,null,null,null,null,null,null,pubmed_10598833,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pttfh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3b53q,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pgldf,,,,,,,
null,null,null,null,null,null,null,pubmed_10421414,,,,,,,
null,null,null,null,null,null,null,pubmed_10384415,,,,,,,
null,null,null,null,null,null,null,pubmed_10610377,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f7h9q,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fwgql,,,,,,,
null,null,null,null,null,null,null,pubmed_11325435,,,,,,,
null,null,null,null,null,null,null,pubmed_11024243,,,,,,,
null,null,null,null,null,null,null,pubmed_11244114,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6nmt0,,,,,,,
null,null,null,null,null,null,null,pubmed_10685436,,,,,,,
null,null,null,null,null,null,null,pubmed_11419121,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f90q0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h4t12,,,,,,,
null,null,null,null,null,null,null,pubmed_10743482,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k7cvp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x63k5,,,,,,,
null,null,null,null,null,null,null,pubmed_10855522,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mv05n,,,,,,,
null,null,null,null,null,null,null,pubmed_10707938,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rpbs4-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10614622,,,,,,,
null,null,null,null,null,null,null,pubmed_10980557,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rhf99,,,,,,,
null,null,null,null,null,null,null,pubmed_10641952,,,,,,,
null,null,null,null,null,null,null,pubmed_10730209,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h7173,,,,,,,
null,null,null,null,null,null,null,pubmed_10946417,,,,,,,
null,null,null,null,null,null,null,pubmed_10966062,,,,,,,
null,null,null,null,null,null,null,pubmed_11168086,,,,,,,
null,null,null,null,null,null,null,pubmed_10975109,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-90d0d-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11126509,,,,,,,
null,null,null,null,null,null,null,pubmed_10997519,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2vdkt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kq9wl-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11358143,,,,,,,
null,null,null,null,null,null,null,pubmed_10757940,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-43tzg-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-th2r7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lvzf7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-stqk1,,,,,,,
null,null,null,null,null,null,null,pubmed_11139922,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1hhg9-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10659432,,,,,,,
null,null,null,null,null,null,null,pubmed_10975960,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v52q7,,,,,,,
null,null,null,null,null,null,null,pubmed_11148868,,,,,,,
null,null,null,null,null,null,null,pubmed_11177748,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-82fqp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3ld59,,,,,,,
null,null,null,null,null,null,null,pubmed_10534646,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wdd12,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-njj75,,,,,,,
null,null,null,null,null,null,null,pubmed_10950963,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6fdms,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hfmzf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4dllk-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10744718,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p2jvr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x939w,,,,,,,
null,null,null,null,null,null,null,pubmed_10528869,,,,,,,
null,null,null,null,null,null,null,pubmed_10402712,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7357m,,,,,,,
null,null,null,null,null,null,null,pubmed_11359702,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-41xlq-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11246147,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wpmm3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rgjms-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zl4xd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qm6qr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rgbcs,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tfkhh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v7ljv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lmhjv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l6d0r,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5cwts,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-051v5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wpr4m-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1d3lx,,,,,,,
null,null,null,null,null,null,null,pubmed_10935721,,,,,,,
null,null,null,null,null,null,null,pubmed_11013821,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5fgvp-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10823494,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-np6gc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2dfrv-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11213030,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w2zg2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-97rmb,,,,,,,
null,null,null,null,null,null,null,pubmed_10796014,,,,,,,
null,null,null,null,null,null,null,pubmed_10574606,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3bxp0-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10968008,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k9r7j,,,,,,,
null,null,null,null,null,null,null,pubmed_11438927,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3rmd9-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m6716,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qv22c,,,,,,,
null,null,null,null,null,null,null,pubmed_10882499,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3g6b9,,,,,,,
null,null,null,null,null,null,null,pubmed_11476946,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-28hnn,,,,,,,
null,null,null,null,null,null,null,pubmed_10722516,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zthnc,,,,,,,
null,null,null,null,null,null,null,pubmed_11411523,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1z7b3,,,,,,,
