iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,f1,Notes,rand
null,null,null,null,null,null,null,pubmed_10993144,,,0.2098002969
null,null,null,null,null,null,null,pubmed_11174058,,,0.559998807
null,null,null,null,null,null,null,pubmed_11308493,,,0.619413225
null,null,null,null,null,null,null,pubmed_10789243,,,0.807604657
null,null,null,null,null,null,null,pubmed_7617408,,,0.030125485
null,null,null,null,null,null,null,pubmed_11382147,,,0.4990063109
null,null,null,null,null,null,null,pubmed_11632597,,,0.1667748895
null,null,null,null,null,null,null,pubmed_11125256,,,0.3493612772
null,null,null,null,null,null,null,pubmed_11114232,,,0.5480856963
compound 1,4.5,null,298,phenolate/phenol interconversion,0.15,pH-dependent dual emission for live-cell imaging,pubmed_11174088,,,0.5402635832
isonahocol D2,null,null,null,null,null,HIF1A was identified as a therapeutic target for OSCC metastasized from breast cancer.,pubmed_11510435,,,0.126929139
null,null,null,null,null,null,null,pubmed_10869496,,,0.7147571242
failed,failed,failed,failed,failed,failed,failed,pubmed_11897134,,,0.0040370559
null,null,null,null,null,null,null,pubmed_11339442,,,0.1583172893
null,null,null,null,null,null,null,pubmed_11222333,,,0.4894644096
null,null,null,null,null,null,null,pubmed_11579504,,,0.7594340453
null,null,null,null,null,null,null,pubmed_11913253,,,0.6630334728
null,null,null,null,null,null,null,pubmed_11615764,,,0.8121504986
null,null,null,null,null,null,null,pubmed_10855677,,,0.2015942973
failed,failed,failed,failed,failed,failed,failed,pubmed_11531546,,,0.3436175545
null,null,null,null,null,null,null,pubmed_11536388,,,0.7749486647
null,null,null,null,null,null,null,pubmed_10771574,,,0.9353038089
null,null,null,null,null,null,null,pubmed_11769960,,,0.3237287302
null,null,null,null,null,null,null,pubmed_10787610,,,0.535954088
null,null,null,null,null,null,null,pubmed_11840923,,,0.6761076453
null,null,null,null,null,null,null,pubmed_11139873,,,0.2823160018
null,null,null,null,null,null,null,pubmed_11174837,,,0.0013451912
null,null,null,null,null,null,null,pubmed_11276246,,,0.1387856912
null,null,null,null,null,null,null,pubmed_11461217,,,0.0920553845
[VW5O19]3–,63.8,MeCN,295.15,O-H,null,"BDFE(O–H) ≈ 63.8 kcal/mol, determined via potential-pKa diagram and Bordwell equation.",pubmed_11632773,,,0.0417777861
null,null,null,null,null,null,null,pubmed_11054579,,,0.6908956382
null,null,null,null,null,null,null,pubmed_11654333,,,0.2173374332
oxidized quinone state of flavin,10.3,water,298.15,quinone functional group,null,pKa value reported for oxidized quinone state in aqueous solution,pubmed_11317985,,,0.8904861202
null,null,null,null,null,null,null,pubmed_11869256,,,0.0324274558
2-Dodecyldiethylenetriaminepentaacetic acid (C 12-DTPA),null,"water, deuterium oxide",295.15,"carboxylic acid, amine",0.03,"neutron reflection, surface tension measurements; amphoteric nature affecting interactions",pubmed_10938333,,,0.8701959618
null,null,null,null,null,null,null,pubmed_11364840,,,0.7967504812
null,null,null,null,null,null,null,pubmed_11168654,,,0.3498158627
null,null,null,null,null,null,null,pubmed_11672632,,,0.9846805735
null,null,null,null,null,null,null,pubmed_11099896,,,0.653839065
null,null,null,null,null,null,null,pubmed_11220753,,,0.2938853491
null,null,null,null,null,null,null,pubmed_11407933,,,0.5943246554
failed,failed,failed,failed,failed,failed,failed,pubmed_11818917,,,0.8107870333
null,null,null,null,null,null,null,pubmed_11678162,,,0.3217877683
Xixin Decoction,null,null,293.15,null,null,null,pubmed_11743276,,,0.1352952269
null,null,null,null,null,null,null,pubmed_11403606,,,0.3006691281
null,null,null,null,null,null,null,pubmed_11697341,,,0.4817640767
null,null,null,null,null,null,null,pubmed_11579934,,,0.8641691692
null,null,null,null,null,null,null,pubmed_10935189,,,0.0479065401
null,null,null,null,null,null,null,pubmed_11667096,,,0.3673940983
null,null,null,null,null,null,null,pubmed_11767469,,,0.0111034792
failed,failed,failed,failed,failed,failed,failed,pubmed_11477289,,,0.8089711904
null,null,null,null,null,null,null,pubmed_11457416,,,0.2007233715
null,null,null,null,null,null,null,pubmed_11374949,,,0.2327717869
null,null,null,null,null,null,null,pubmed_11100816,,,0.5533612776
null,null,null,null,null,null,null,pubmed_10790636,,,0.1519295934
null,null,null,null,null,null,null,pubmed_11883636,,,0.4309006403
null,null,null,null,null,null,null,pubmed_11083821,,,0.6114327353
null,null,null,null,null,null,null,pubmed_11414047,,,0.694186884
null,null,null,null,null,null,null,pubmed_11633415,,,0.1374132603
null,null,null,null,null,null,null,pubmed_11214079,,,0.7161791825
null,null,null,null,null,null,null,pubmed_11733280,,,0.1402867092
null,null,null,null,null,null,null,pubmed_11271308,,,0.1566322658
null,null,null,null,null,null,null,pubmed_11628472,,,0.1630910216
null,null,null,null,null,null,null,pubmed_11280172,,,0.7555961946
dolastatin 10,null,null,null,depsipeptide,null,"Anti-plasmodial compound with activity against P. falciparum, mechanism involving tubulin disruption.",pubmed_10924210,,,0.448406568
failed,failed,failed,failed,failed,failed,failed,pubmed_11357854,,,0.6545629383
null,null,null,null,null,null,null,pubmed_11011976,,,0.3090106978
null,null,null,null,null,null,null,pubmed_11429654,,,0.0523688623
null,null,null,null,null,null,null,pubmed_11379911,,,0.0319376437
CO2,null,CO2-saturated 0.1 M KHCO3 electrolytes,298.15,null,null,Proton transfer dynamics and electrochemical reduction of CO2 to hydrocarbons.,pubmed_11672531,,,0.8740802938
failed,failed,failed,failed,failed,failed,failed,pubmed_11101739,,,0.393389601
null,null,null,null,null,null,null,pubmed_11258261,,,0.8045890376
OTX008,null,SBECD,298.15,null,null,"The ternary complex of OTX008, CHR, and SBECD enhances solubility through non-covalent interactions.",pubmed_10819853,,,0.9798334611
null,null,null,null,null,null,null,pubmed_11279478,,,0.1995308832
null,null,null,null,null,null,null,pubmed_11083183,,,0.6567699979
no_entry,null,null,null,null,null,No relevant information found in the provided paper.,pubmed_11431022,,,0.6727959767
null,null,null,null,null,null,null,pubmed_11745167,,,0.0797672919
null,null,null,null,null,null,null,pubmed_11907006,,,0.327336353
null,null,null,null,null,null,null,pubmed_11327551,,,0.547474392
null,null,null,null,null,null,null,pubmed_11434729,,,0.9116290924
null,null,null,null,null,null,null,pubmed_11053771,,,0.8105476007
null,null,null,null,null,null,null,pubmed_11820648,,,0.1582684801
null,null,null,null,null,null,null,pubmed_11330400,,,0.387904319
null,null,null,null,null,null,null,pubmed_11578141,,,0.4933158937
null,null,null,null,null,null,null,pubmed_11284801,,,0.1263480727
null,null,null,null,null,null,null,pubmed_11032487,,,0.0432072424
failed,failed,failed,failed,failed,failed,failed,pubmed_11586709,,,0.8818352791
null,null,null,null,null,null,null,pubmed_11753406,,,0.6930944752
null,null,null,null,null,null,null,pubmed_11338786,,,0.2164524137
azo dye,14.6,Methane chloride (MeCN),298,pyridinium functional group,0.3,Protonation of pyridine nitrogens results in accelerated reversion mechanism after photoisomerization.,pubmed_11440581,,,0.2051560974
null,null,null,null,null,null,null,pubmed_11685963,,,0.7105104723
null,null,null,null,null,null,null,pubmed_11118772,,,0.4215114068
null,null,null,null,null,null,null,pubmed_11724110,,,0.4675384813
null,null,null,null,null,null,null,pubmed_11381273,,,0.7600360748
failed,failed,failed,failed,failed,failed,failed,pubmed_10917900,,,0.8904356749
failed,failed,failed,failed,failed,failed,failed,pubmed_10787780,,,0.8964019364
null,null,null,null,null,null,null,pubmed_11406852,,,0.9911355362
null,null,null,null,null,null,null,pubmed_11559619,,,0.603295591
dihydroartemisinin,29.38,DMSO or another solvent,298.1525,lactone functional group,4.29,"Measurement in DMSO, pKa determined via pH electrode",pubmed_11543433,,,0.4751466722
null,null,null,null,null,null,null,pubmed_11519698,,,0.5792486728
null,null,null,null,null,null,null,pubmed_11854394,,,0.8351471564
null,null,null,null,null,null,null,pubmed_11051677,,,0.3990840132
null,null,null,null,null,null,null,pubmed_11312401,,,0.1431738448
null,null,null,null,null,null,null,pubmed_10962329,,,0.172503467
null,null,null,null,null,null,null,pubmed_11638784,,,0.9587858508
null,null,null,null,null,null,null,pubmed_11363328,,,0.2251502746
null,null,null,null,null,null,null,pubmed_10951359,,,0.0946451805
null,null,null,null,null,null,null,pubmed_11259024,,,0.2831928954
null,null,null,null,null,null,null,pubmed_11593304,,,0.7192557647
null,null,null,null,null,null,null,pubmed_11555212,,,0.0657377022
null,null,null,null,null,null,null,pubmed_11494046,,,0.1395448027
null,null,null,null,null,null,null,pubmed_11430626,,,0.274142009
null,null,null,null,null,null,null,pubmed_11575627,,,0.9107670125
null,null,null,null,null,null,null,pubmed_11353384,,,0.2398160212
null,null,null,null,null,null,null,pubmed_11049863,,,0.2680914395
null,null,null,null,null,null,null,pubmed_11508972,,,0.6956155484
null,null,null,null,null,null,null,pubmed_11597611,,,0.7173265673
null,null,null,null,null,null,null,pubmed_11740146,,,0.2211285674
null,null,null,null,null,null,null,pubmed_11733937,,,0.2383950276
null,null,null,null,null,null,null,pubmed_11019664,,,0.8019884445
null,null,null,null,null,null,null,pubmed_11335869,,,0.7637312196
null,null,null,null,null,null,null,pubmed_11531620,,,0.4543592369
null,null,null,null,null,null,null,pubmed_11055529,,,0.0553964016
aripiprazole,null,DMSO,293.15,antipsychotic,null,aripiprazole is an antipsychotic drug used to treat schizophrenia and related psychotic disorders.,pubmed_11781733,,,0.2025129015
monensin sodium,null,null,null,null,null,null,pubmed_10915737,,,0.0383783563
null,null,null,null,null,null,null,pubmed_11531489,,,0.9466734526
null,null,null,null,null,null,null,pubmed_11496545,,,0.5909911513
null,null,null,null,null,null,null,pubmed_10950365,,,0.7908025265
null,null,null,null,null,null,null,pubmed_11352457,,,0.1776535211
heptamethine_cyanine_1c,null,ethanol or acetonitrile,323.15,null,null,base-dependent truncation reaction conditions,pubmed_11273355,,,0.620579005
null,null,null,null,null,null,null,pubmed_11489580,,,0.0106705923
RfaH,null,null,null,null,null,null,pubmed_11265717,,,0.395795746
null,null,null,null,null,null,null,pubmed_11738990,,,0.9674010982
"N-(((1 r,4 r)-4-((6-fluorobenzo[ d]oxazol-2-yl)amino)cyclohexyl)methyl)-2-methylpropane-2-sulfonamide",null,sodium taurocholate,null,sulfonamide,null,"The compound's acidic pKa (-0.1) and basic pKa (11.7) were determined for the sulfonamide and amine groups, respectively.",pubmed_11510661,,,0.3230782922
null,null,null,null,null,null,null,pubmed_10892597,,,0.9970748373
null,null,null,null,null,null,null,pubmed_11087114,,,0.4059491323
null,null,null,null,null,null,null,pubmed_11570637,,,0.5794545175
null,null,null,null,null,null,null,pubmed_11272044,,,0.5783363644
5-Fluorouracil,4.16,Aqueous solution,25,FU derivative,null,PH-responsive 5-FU release system.,pubmed_11263755,,,0.3981992805
Tick Anticoagulant Peptide (TAP),null,null,null,null,null,The chemical synthesis and characterization of Tick Anticoagulant Peptide (TAP) was performed to study its inhibition of Factor Xa.,pubmed_11351495,,,0.1513828582
null,null,null,null,null,null,null,pubmed_11013650,,,0.6427164995
null,null,null,null,null,null,null,pubmed_10882718,,,0.7386652902
null,null,water,295.15,null,null,null,pubmed_11775582,,,0.8421858803
null,null,null,null,null,null,null,pubmed_10932104,,,0.0301882762
null,null,null,null,null,null,null,pubmed_10855381,,,0.5859873174
null,null,null,null,null,null,null,pubmed_11302353,,,0.589614602
albiflorin,null,null,296.15,null,null,null,pubmed_11354331,,,0.3406767212
null,null,null,null,null,null,null,pubmed_11242273,,,0.5829440639
null,null,null,null,null,null,null,pubmed_11887454,,,0.4678737244
null,null,null,null,null,null,null,pubmed_11683149,,,0.9170158589
null,null,null,null,null,null,null,pubmed_11207514,,,0.4284557321
null,null,null,null,null,null,null,pubmed_11484933,,,0.2281265331
null,null,null,null,null,null,null,pubmed_10945702,,,0.8878360454
null,null,null,null,null,null,null,pubmed_11172071,,,0.5564374316
null,null,null,null,null,null,null,pubmed_11567849,,,0.9960587567
TRPML1 acts as a predisposing factor in lymphedema development,null,null,310.15,aquaporin-3 (AQP3),null,null,pubmed_11620549,,,0.3591634352
Oxybenzone,null,methanol/water (50:50),null,ketone,null,null,pubmed_11555681,,,0.0571475357
null,null,null,null,null,null,null,pubmed_11904427,,,0.9492452415
null,null,null,null,null,null,null,pubmed_10876965,,,0.7845138565
null,null,null,null,null,null,null,pubmed_11533052,,,0.6641275699
kanamycin A,4,acetonitrile:water:formic acid (Table 1),300,cation exchange interactions,null,"separation using gradient elution with acetonitrile, water and 1% formic acid in water",pubmed_11124471,,,0.6756911823
null,null,null,null,null,null,null,pubmed_11691635,,,0.9505554938
null,null,null,null,null,null,null,pubmed_11172841,,,0.5038517124
acetate,4.76,D2O,310.15,carboxylic acid,null,CSI NMR measurements in D2O buffer at 310 K,pubmed_11912122,,,0.5058950647
Jaspamycin,null,null,310.15,null,null,No specific information provided about the pKa measurement or compound.,pubmed_11511890,,,0.1087411023
null,null,null,null,null,null,null,pubmed_11209992,,,0.2991173
Xylan,null,null,null,Carboxylic acid group,3.21,null,pubmed_11397609,,,0.8420518027
null,null,null,null,null,null,null,pubmed_11819813,,,0.3856506045
null,null,null,null,null,null,null,pubmed_11901798,,,0.5024840124
null,null,null,null,null,null,null,pubmed_11547342,,,0.0444804118
null,null,null,null,null,null,null,pubmed_11462592,,,0.7934812771
methotrexate,null,gold nanoparticles functionalized with methotrexate,298.15,carboxylic acid group,null,Functionalization of MTX on AuNPs using EDC/NHS coupling and PEG/PEI shells.,pubmed_11332291,,,0.6591579197
null,null,null,null,null,null,null,pubmed_10844802,,,0.9687291044
null,null,null,null,null,null,null,pubmed_11817644,,,0.8064841751
null,null,null,null,null,null,null,pubmed_11269306,,,0.5685546161
null,null,null,null,null,null,null,pubmed_11803175,,,0.2317816983
null,null,null,null,null,null,null,pubmed_11329414,,,0.6282118149
null,null,null,null,null,null,null,pubmed_11150708,,,0.9165876682
null,null,null,null,null,null,null,pubmed_11035115,,,0.2870082685
astragaloside iv,null,null,null,null,null,null,pubmed_11661590,,,0.2948350336
null,null,null,null,null,null,null,pubmed_11077050,,,0.5214363832
null,null,null,null,null,null,null,pubmed_11279597,,,0.8975580826
null,null,null,null,null,null,null,pubmed_11534032,,,0.2051596909
null,null,null,null,null,null,null,pubmed_11462653,,,0.8479021497
null,null,null,null,null,null,null,pubmed_11265464,,,0.6390114264
null,null,null,null,null,null,null,pubmed_11653670,,,0.2577637592
null,null,null,null,null,null,null,pubmed_11437503,,,0.3630212264
null,null,null,null,null,null,null,pubmed_11377293,,,0.4991836625
null,null,null,null,null,null,null,pubmed_11018575,,,0.8178724577
Vonoprazan,6,water,298.15,competitive inhibitor of H+/K+ ATPase,null,Used in treatment of GERD and Helicobacter pylori infection; approved in multiple countries.,pubmed_11401795,,,0.8287424361
dihydromyricetin,null,null,null,phenolic,null,null,pubmed_11756387,,,0.2947512851
null,null,null,null,null,null,null,pubmed_11013319,,,0.0255326305
apremilast,null,-0,336.31,PDE4 inhibitor,0.5,Off-label use for various dermatological conditions,pubmed_11769339,,,0.4401548614
null,null,null,null,null,null,null,pubmed_11772155,,,0.7385036729
null,null,null,null,null,null,null,pubmed_11207320,,,0.877402605
