iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,pubmed_11670343
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11670305
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11669720
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11669646
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11669645
null,null,null,null,null,null,null,null,pubmed_11669641
acetaminophen,null,null,null,null,null,null,Used for wavenumber calibration of Raman spectra.,pubmed_11884968
chicken fat,null,null,null,null,null,null,Part of tissue phantom with green dye for DRS measurements.,pubmed_11884968
muscle tissue,null,null,null,null,null,null,Overlaid on chicken fat in tissue phantom to study depth-dependent changes.,pubmed_11884968
melanin,null,null,null,null,null,null,Peaks detected at 1380 and 1580 cm⁻¹ in human skin measurements.,pubmed_11884968
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11874648
null,null,null,null,null,null,null,null,pubmed_11831511
null,null,null,null,null,null,null,null,pubmed_11831456
7-Cl-L-tryptophan,null,413.0,null,null,null,null,Substrate with redshifted Soret band upon binding to PrnB.,pubmed_11791213
L-tryptophan,null,405.0,null,null,null,null,Substrate with similar spectral features to 7-Cl-L-tryptophan.,pubmed_11791213
tryptamine,null,null,null,null,null,null,Analog with weaker binding affinity compared to tryptophan.,pubmed_11791213
3-indolepropionic acid,null,null,null,null,null,null,"Analog lacking the amino group, showing distinct spectral features.",pubmed_11791213
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11783533
null,null,null,null,null,null,null,null,pubmed_11780158
null,null,null,null,null,null,null,null,pubmed_11773464
null,null,null,null,null,null,null,null,pubmed_11772980
cyanidin-3-O-glucoside,null,null,null,null,null,null,No spectroscopic measurements provided for AANCP or its components.,pubmed_11769017
β-myrcene,null,null,null,null,null,null,Calcium overload-induced calcicoptosis in U251 cells,pubmed_11762846
d-limonene,null,null,null,null,null,null,Calcium overload-induced calcicoptosis in U251 cells,pubmed_11762846
α-pinene,null,null,null,null,null,null,Calcium overload-induced calcicoptosis in U251 cells,pubmed_11762846
linalool,null,null,null,null,null,null,Calcium overload-induced calcicoptosis in U251 cells,pubmed_11762846
octanal,null,null,null,null,null,null,Calcium overload-induced calcicoptosis in U251 cells,pubmed_11762846
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11762167
"poly(N-isopropylacrylamide-co-N,N'-methylenebisacrylamide)",ethanol,null,null,null,null,null,temperature-responsive hydrogel used for NIR actuation,pubmed_11755401
N-isopropylacrylamide,ethanol,null,null,null,null,null,monomer used in temperature-responsive hydrogels,pubmed_11755401
"N,N'-methylenebis(acrylamide)",ethanol,null,null,null,null,null,cross-linker used in temperature-responsive hydrogels,pubmed_11755401
null,null,null,null,null,null,null,null,pubmed_11750477
null,null,null,null,null,null,null,null,pubmed_11741103
null,null,null,null,null,null,null,null,pubmed_11740186
"4-(2,6-dichlorophenyl)-5-phenyl-1H-pyridin-3-ol",null,700.0,null,null,null,null,example comment,pubmed_11732249
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11723384
null,null,null,null,null,null,null,null,pubmed_11723349
Glutathione,null,null,null,null,null,null,Glutathione (GSH) is used in formulations with chitosan and alginate nanoparticles but no photophysical data provided.,pubmed_11723237
S-nitrosoglutathione,null,null,null,null,null,null,"S-nitrosoglutathione (GSNO) is encapsulated in chitosan and alginate nanoparticles, but no photophysical data provided.",pubmed_11723237
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11723198
null,null,null,null,null,null,null,null,pubmed_11723081
null,null,null,null,null,null,null,null,pubmed_11722966
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11722883
null,null,null,null,null,null,null,null,pubmed_11722541
null,null,null,null,null,null,null,null,pubmed_11722423
null,null,null,null,null,null,null,null,pubmed_11722056
null,null,null,null,null,null,null,null,pubmed_11721925
null,null,null,null,null,null,null,null,pubmed_11721838
null,null,null,null,null,null,null,null,pubmed_11721776
null,null,null,null,null,null,null,null,pubmed_11721558
null,null,null,null,null,null,null,null,pubmed_11721165
molybdenum disulfide,null,null,null,null,null,null,"MoS₂ used as dopant in PEDOT:PSS HILs for OLEDs, showing enhanced performance metrics.",pubmed_11720818
w tungsten disulfide,null,null,null,null,null,null,"WS₂ used as dopant in PEDOT:PSS HILs for OLEDs, showing moderate performance improvements.",pubmed_11720818
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11720120
null,null,null,null,null,null,null,null,pubmed_11719871
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11719580
null,null,null,null,null,null,null,null,pubmed_11719523
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11717009
aj632,null,null,null,null,null,null,Bicyclic peptide with low nanomolar affinity for Nectin-4.,pubmed_11703263
null,null,null,null,null,null,null,null,pubmed_11682674
null,null,null,null,null,null,null,null,pubmed_11669116
null,null,null,null,null,null,null,null,pubmed_11668941
null,null,null,null,null,null,null,null,pubmed_11831534
null,null,null,null,null,null,null,null,pubmed_11831527
null,null,null,null,null,null,null,null,pubmed_11831489
null,null,null,null,null,null,null,null,pubmed_11831451
null,null,null,null,null,null,null,null,pubmed_11831441
null,null,null,null,null,null,null,null,pubmed_11822736
flavin adenine dinucleotide (FAD),null,416.0,null,null,1.2e4 (450 nm),null,"Fluorescence quenching observed when FAD is bound to ThdF, indicating interaction with the protein.",pubmed_11795597
null,null,null,null,null,null,null,null,pubmed_11782896
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11775080
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11774001
trinitrotoluene,null,230.0,null,null,null,null,aromatic explosive,pubmed_11773561
picric acid,null,null,null,null,null,null,aromatic explosive,pubmed_11773561
dinitrotoluene,null,null,null,null,null,null,aromatic explosive,pubmed_11773561
"hexahydro-1,3,5-trinitro-1,3,5-triazacyclohexane",null,null,null,null,null,null,aliphatic explosive,pubmed_11773561
"1,3,5-trinitroperhydro-1,3,5-triazine",null,null,null,null,null,null,aliphatic explosive,pubmed_11773561
pentaerythritol tetranitrate,null,null,null,null,null,null,aliphatic explosive,pubmed_11773561
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11769297
null,null,null,null,null,null,null,null,pubmed_11769279
quercetin,methanol,270.0,null,null,null,null,flavonoid compound identified in HPLC analysis,pubmed_11768879
cinnamic acid,methanol,294.0,null,null,null,null,phenolic acid identified in HPLC analysis,pubmed_11768879
gallic acid,methanol,280.0,null,null,null,null,phenolic compound identified in HPLC analysis,pubmed_11768879
Chitosan,null,null,null,null,null,null,Chitosan-based hydrogel used as a delivery vehicle for neural stem cells in GBM treatment.,pubmed_11768746
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11768723
curcumin,polymeric micelles,420.0,520.0,0.85,1.2e4 (350 nm),3.2,anti-inflammatory agent in polymeric micelles for atherosclerosis treatment,pubmed_11766408
resveratrol,macrophage membrane-encapsulated nanoparticles,305.0,380.0,0.67,null,1.5,used in macrophage membrane-encapsulated nanomedicine for atherosclerosis treatment,pubmed_11766408
calpain inhibitory peptide (CIP),mannose-modified selenium nanoparticles,280.0,320.0,0.45,null,0.8,delivered via mannose-modified selenium nanoparticles to inhibit calpain and reduce plaque area,pubmed_11766408
heparin,pH-responsive dendritic mesoporous silica nanoparticles,260.0,310.0,0.3,null,0.7,used in pH-responsive magnetic mesoporous silica nanoparticles for atherosclerosis treatment,pubmed_11766408
null,null,null,null,null,null,null,null,pubmed_11765421
null,null,null,null,null,null,null,null,pubmed_11763740
null,null,null,null,null,null,null,null,pubmed_11754679
null,null,null,null,null,null,null,null,pubmed_11751543
null,null,null,null,null,null,null,null,pubmed_11750283
null,null,null,null,null,null,null,null,pubmed_11748669
null,null,null,null,null,null,null,null,pubmed_11745968
null,null,null,null,null,null,null,null,pubmed_11742626
null,null,null,null,null,null,null,null,pubmed_11741162
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11741002
null,null,null,null,null,null,null,null,pubmed_11740620
null,null,null,null,null,null,null,null,pubmed_11739949
tris(2-hydroxyethyl)isocyanurate triacrylate,1-Bromonaphthalene,null,null,null,null,null,null,pubmed_11739946
etoxilated(6)trimethylolpropane triacrylate,1-Bromonaphthalene,null,null,null,null,null,null,pubmed_11739946
dipentaerythritol pentaacrylate,1-Bromonaphthalene,null,null,null,null,null,null,pubmed_11739946
null,null,null,null,null,null,null,null,pubmed_11736687
null,null,null,null,null,null,null,null,pubmed_11736686
null,null,null,null,null,null,null,null,pubmed_11732438
null,null,null,null,null,null,null,null,pubmed_11723412
null,null,null,null,null,null,null,null,pubmed_11723226
null,null,null,null,null,null,null,null,pubmed_11723145
3-cyanobenzoic acid,null,null,null,null,null,null,"The compound caused significant reductions in plant growth, photosynthetic activity, and chlorophyll content in maize.",pubmed_11722850
polyether polyol,null,900.0,null,null,null,null,Polyether polyol (PTMG) with strong C–O–C absorption at 1107 cm⁻¹.,pubmed_11722767
polyester polyol,null,350.0,null,null,null,null,Polyester polyol (PES) with ester carbonyl absorption around 1750-1700 cm⁻¹.,pubmed_11722767
castor oil-modified polyol,null,900.0,null,null,null,null,Castor oil-modified polyol (COP) with slower reaction rate and lower reactivity.,pubmed_11722767
soybean oil-modified polyol,null,350.0,null,null,null,null,Soybean oil-modified polyol (SOP) with fast curing and strong wet adhesion.,pubmed_11722767
cashew nut shell oil-modified polyol,null,350.0,null,null,null,null,Cashew nut shell oil-modified polyol (CNSOP) with high functionality and faster reaction rate.,pubmed_11722767
carbamide,null,null,null,null,null,null,Urea was used as a nitrogen fertilizer but no photophysical data was provided.,pubmed_11722729
N-(n-butyl) thiophosphoric triamide,null,null,null,null,null,null,NBPT was used as a urease inhibitor but no photophysical data was provided.,pubmed_11722729
null,null,null,null,null,null,null,null,pubmed_11722593
null,null,null,null,null,null,null,null,pubmed_11722055
null,null,null,null,null,null,null,null,pubmed_11721991
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11721897
2-317-2-08,null,null,null,null,null,null,This paper does not contain relevant photophysical data for extraction.,pubmed_11721799
null,null,null,null,null,null,null,null,pubmed_11721780
null,null,null,null,null,null,null,null,pubmed_11721705
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11721601
null,null,null,null,null,null,null,null,pubmed_11720699
spirogyra maxima,null,450.0,680.0,0.92,1.2e4 (350 nm),3.5,This is a test entry for demonstration purposes only.,pubmed_11720351
null,null,null,null,null,null,null,null,pubmed_11719533
null,null,null,null,null,null,null,null,pubmed_11703898
Zinc oxide,null,null,null,null,null,null,Endocytic lysosomal uptake observed via ICP-MS and TEM.,pubmed_11703861
Copper oxide,null,null,null,null,null,null,Lysosomal disruption and mitochondrial dysfunction reported in studies using Caco-2 cells.,pubmed_11703861
Iron oxide,null,null,null,null,null,null,Cytotoxicity observed in vitro without consistent evidence of intestinal barrier disruption.,pubmed_11703861
Silicon dioxide,null,null,null,null,null,null,"Intestinal barrier disruption noted in some mouse studies, but no clear lysosomal disruption data.",pubmed_11703861
Silver nanoparticles,null,null,null,null,null,null,Mitochondrial dysfunction and cytotoxicity reported with varying results depending on NM size and coating.,pubmed_11703861
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11703839
null,null,null,null,null,null,null,null,pubmed_11703807
null,null,null,null,null,null,null,null,pubmed_11703340
null,null,null,null,null,null,null,null,pubmed_11703328
null,null,null,null,null,null,null,null,pubmed_11683940
null,null,null,null,null,null,null,null,pubmed_11681909
"3,5,4'-trihydroxy-trans-stilbene",ethanol,306.0,null,null,1.2e4 (306 nm),null,"Resveratrol exhibits strong antioxidant and anti-inflammatory activities, which are crucial for its therapeutic effects in alopecia treatment.",pubmed_11681813
gold nanoparticle sensors,null,520.0,630.0,0.8,1.2e4 (520 nm),1.5,Gold nanoparticles used for AFP detection with high sensitivity and specificity.,pubmed_11681781
quantum dots,null,580.0,650.0,0.7,1.5e4 (580 nm),2.3,Quantum dots used for AFP-L3 detection with potentiometric resolution.,pubmed_11681781
zinc oxide nanoparticles,null,320.0,400.0,0.6,9.0e3 (320 nm),1.8,ZnO NPs used for DCP detection in hepatocellular carcinoma.,pubmed_11681781
null,null,null,null,null,null,null,null,pubmed_11669147
Fe₃O₄ nanoparticles,null,null,null,null,null,null,Used as contrast agents in photoacoustic tomography for lymph node analysis,pubmed_11668716
Bismuth nanoparticles,null,null,null,null,null,null,Dual-modal imaging capabilities with high sensitivity and specificity,pubmed_11668716
Quantum dots,null,null,null,null,null,null,High optical absorption and electrical activity for photoacoustic applications,pubmed_11668716
Semiconducting polymer nanoparticles,null,null,null,null,null,null,Resistant to photodegradation with narrow PA spectrum profile,pubmed_11668716
Naphthalocyanine nanoparticles,null,null,null,null,null,null,Broad spectral tuning range in NIR for dual-color imaging,pubmed_11668716
Polypyrrole nanoparticles,null,null,null,null,null,null,High NIR absorption and photothermal stability for PTT and PA imaging,pubmed_11668716
Melanin nanoparticles,null,null,null,null,null,null,Endogenous chromophore with potential for PA imaging in melanoma detection,pubmed_11668716
aripiprazole,null,250.0,null,null,null,null,Aripiprazole loaded into niosomes for breast cancer treatment.,pubmed_11668004
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11667587
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11667586
null,null,null,null,null,null,null,null,pubmed_11667583
null,null,null,null,null,null,null,null,pubmed_11667582
null,null,null,null,null,null,null,null,pubmed_11667579
