iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
chlorophyll-a,ethanol,560.0,null,null,1.2e4 (350 nm),null,"This study validates the use of fluorescence sensors for monitoring chlorophyll-a concentrations, highlighting their ability to capture high-frequency data and detect sudden changes in algal biomass, while also noting challenges such as biofouling and calibration issues.",pubmed_11195624
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11892893
dopamine,"tridistilled water, absolute ethanol",280.0,null,null,1.2e4 (280 nm),null,DA stabilization prevents oxidation.,pubmed_11881884
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11875835
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11875807
Polyethylene,null,null,null,null,null,null,The paper does not provide absorption/emission wavelengths or quantum yield data for the polymers discussed.,pubmed_11875804
Starch-based mulch films,null,null,null,null,null,null,The paper does not provide absorption/emission wavelengths or quantum yield data for the polymers discussed.,pubmed_11875804
PLA (Polylactic acid),null,null,null,null,null,null,The paper does not provide absorption/emission wavelengths or quantum yield data for the polymers discussed.,pubmed_11875804
PBAT (Polybutylene adipate-co-terephthalate),null,null,null,null,null,null,The paper does not provide absorption/emission wavelengths or quantum yield data for the polymers discussed.,pubmed_11875804
PBS (Polybutylene succinate),null,null,null,null,null,null,The paper does not provide absorption/emission wavelengths or quantum yield data for the polymers discussed.,pubmed_11875804
null,null,null,null,null,null,null,null,pubmed_11874715
MSN-NH 2,water,null,null,null,null,null,Antimicrobial mesoporous silica nanoparticles with amine groups used for coating high-touch surfaces.,pubmed_11873980
MSN-COOH,water,null,null,null,null,null,Antimicrobial mesoporous silica nanoparticles with carboxy groups used for coating high-touch surfaces.,pubmed_11873980
MSN-SH,water,null,null,null,null,null,Antimicrobial mesoporous silica nanoparticles with thiol groups used for coating high-touch surfaces.,pubmed_11873980
null,null,null,null,null,null,null,null,pubmed_11873976
17β-hydroxy-21-acetylpregnan-3-one,DMSO,null,null,null,null,null,Prednisone is a synthetic corticosteroid commonly prescribed for its anti-inflammatory and immunosuppressive properties.,pubmed_11873563
null,null,null,null,null,null,null,null,pubmed_11872519
Chlorin e6,null,660.0,750.0,null,null,null,Ce6 is a mitochondria-targeted photosensitizer co-delivered with a STING agonist in a hydrogel system for enhanced PDT and immunotherapy effects.,pubmed_11870144
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11870026
t-oximer,null,490.0,690.0,null,1.131e4 (490 nm),null,type-i photosensitizer with mitochondrial targeting for photodynamic therapy.,pubmed_11870024
null,null,null,null,null,null,null,null,pubmed_11869965
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11869272
null,null,null,null,null,null,null,null,pubmed_11868956
rsZACRO,null,581.0,612.0,0.19,"7200 (on, 581 nm)",null,rsZACRO is a red fluorescent protein with improved photoproperties for superresolution imaging.,pubmed_11867007
null,null,null,null,null,null,null,null,pubmed_11866202
null,null,null,null,null,null,null,null,pubmed_11866173
null,null,null,null,null,null,null,null,pubmed_11865969
null,null,null,null,null,null,null,null,pubmed_11863151
null,null,null,null,null,null,null,null,pubmed_11862916
null,null,null,null,null,null,null,null,pubmed_11861087
null,null,null,null,null,null,null,null,pubmed_11860083
null,null,null,null,null,null,null,null,pubmed_11859980
withania somnifera,"water, methanol",null,null,null,null,null,withania somnifera is used as an adjuvant therapy to enhance the efficacy of doxorubicin while reducing its toxicity.,pubmed_11859695
Chitosan,Acetic acid,null,null,null,null,null,Chitosan sutures reinforced with TiO2 and loaded with curcumin for biocompatible and absorbable surgical applications.,pubmed_11859642
null,null,null,null,null,null,null,null,pubmed_11859392
poly(vinylidene fluoride),dimethyl acetamide,null,null,null,null,null,The study focuses on Poly(vinylidene fluoride) (PVDF) membranes and their morphological changes induced by additives such as citric acid and titanium dioxide nanoparticles.,pubmed_11859342
null,null,null,null,null,null,null,null,pubmed_11859166
null,null,null,null,null,null,null,null,pubmed_11859034
null,null,null,null,null,null,null,null,pubmed_11859002
null,null,null,null,null,null,null,null,pubmed_11858949
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858904
Bi2S3 nanoribbons,"OLA (oleyl amine), ethanol, methanol",500.0,null,null,null,null,SAW H2S sensor based on Bi2S3 nanoribbons for gas sensing under visible light activation,pubmed_11858874
null,null,null,null,null,null,null,null,pubmed_11858835
null,null,null,null,null,null,null,null,pubmed_11858691
null,null,null,null,null,null,null,null,pubmed_11858424
null,null,null,null,null,null,null,null,pubmed_11858053
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857746
TiO 2,null,null,null,null,null,null,Photocatalytic coating technology for environmental sustainability in textiles,pubmed_11857584
Graphene-based composites,null,null,null,null,null,null,High photocatalytic efficiency and durability,pubmed_11857584
Metal-organic frameworks (MOFs),null,null,null,null,null,null,Multifunctional coatings for UV protection and air purification,pubmed_11857584
Perovskite structures,null,null,null,null,null,null,Visible-light-driven photodegradation of pollutants,pubmed_11857584
null,null,null,null,null,null,null,null,pubmed_11856975
spiropyran,methanol,335.0,457.0,null,high (350 nm),null,"The fluorescence of spiropyran and its ring-opened form merocyanine is influenced by solvent polarity and aggregation effects, with applications in quick response code anti-counterfeiting sensing.",pubmed_11855843
merocyanine,ethanol,550.0,646.0,null,high (350 nm),null,"The fluorescence of merocyanine is influenced by solvent polarity and hydrogen bonding, with applications in solid polymer matrices for anti-counterfeiting sensing.",pubmed_11855843
null,null,null,null,null,null,null,null,pubmed_11855334
isoneoTF-3-G,"ethanol, ethyl acetate, methanol-d4, acetonitrile",459.0,null,null,null,null,isoneoTF-3-G is a novel stereoisomer of theaflavin-3-gallate with potent inhibitory effects on HCT116 cells.,pubmed_11854890
myrica esculentafruit,water (h2o),280.0,438.0,0.033,null,null,"biomass-derived carbon dots, excitation-dependent fluorescence, hemin sensing, radical scavenging, stability under various conditions",pubmed_11853633
hemozoin,null,null,null,null,null,null,Malaria pigment byproduct,pubmed_11853453
aldolase,null,null,null,null,null,null,Enzyme involved in glycolysis,pubmed_11853453
Ang-1,null,null,null,null,null,null,Angiopoietin-1 protein,pubmed_11853453
Ang-2,null,null,null,null,null,null,Angiopoietin-2 protein,pubmed_11853453
null,null,null,null,null,null,null,null,pubmed_11852968
null,null,null,null,null,null,null,null,pubmed_11852649
null,null,null,null,null,null,null,null,pubmed_11851667
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11849034
Si2O2,Ar/O2,519.0,310.0,null,null,null,"Potential dust grain precursor with high dissociation energy (4.6 eV), survives harsh ISM conditions",pubmed_11848927
meso-tetra(N-methyl-4-pyridyl)porphine tetrachloride,deionized water,null,null,null,null,null,TMPyP used for SERS studies on P3HT/AgNP substrate,pubmed_11848917
methylene blue,deionized water,null,null,null,null,null,MB used as a probe in SERS and fluorescence measurements,pubmed_11848917
Rhodamine 6G,deionized water,null,null,null,null,null,R6G studied for SERS on P3HT/AgNP substrate,pubmed_11848917
Rhodamine B,deionized water,null,null,null,null,null,RhB used with PVA in fluorescence measurements,pubmed_11848917
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11848905
"1,4-dihydropyrrolo[3,2-b]pyrrole","toluene,dichloromethane",363.0,407.0,0.8,null,null,"The DHPP core offers unique advantages as a high-emission energy system, serving as a foundation for charge-transfer (CT)-based efficient emitters.",pubmed_11843259
beryllium-7,null,null,null,null,null,null,null,pubmed_11839472
lithium-7,null,null,null,null,null,null,null,pubmed_11839472
null,null,null,null,null,null,null,null,pubmed_11839256
null,null,null,null,null,null,null,null,pubmed_11833742
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11833178
null,null,null,null,null,null,null,null,pubmed_11830953
CaO 2@ZIF8:CUR@PAA,null,null,null,0.17,1.2e4 (425 nm),null,Dual acid-responsive shell unlocks Ca and CUR in tumor microenvironment.,pubmed_11830942
null,null,null,null,null,null,null,null,pubmed_11826049
Cholecystokinin Octapeptide,Perfluoropentane,null,null,null,null,null,Cholecystokinin octapeptide is a known peptide with anti-inflammatory effects.,pubmed_11823180
null,null,null,null,null,null,null,null,pubmed_11823126
null,null,null,null,null,null,null,null,pubmed_11822242
null,null,null,null,null,null,null,null,pubmed_11822120
null,null,null,null,null,null,null,null,pubmed_11822084
peanut,null,null,null,null,null,null,"The study investigates cadmium tolerance in peanuts and highlights roles of melatonin and glutathione in reducing Cd uptake and translocation, enhancing antioxidant capacity, and promoting lignin biosynthesis.",pubmed_11822082
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11822079
null,null,null,null,null,null,null,null,pubmed_11822076
null,null,null,null,null,null,null,null,pubmed_11822075
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11821998
null,null,null,null,null,null,null,null,pubmed_11821904
null,null,null,null,null,null,null,null,pubmed_11821860
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11821833
null,null,null,null,null,null,null,null,pubmed_11821517
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11819505
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11818293
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11818021
luteolin,Dulbecco’s Modified Eagle Medium (DMEM),null,null,null,null,null,"L-P-NPs@NEs are used to target the sarcoplasmic reticulum (SR) in muscle injuries, aiding in the treatment of conditions like myocardial ischemia-reperfusion injury and skeletal muscle inflammation.",pubmed_11818016
null,null,null,null,null,null,null,null,pubmed_11817939
null,null,null,null,null,null,null,null,pubmed_11815326
null,null,null,null,null,null,null,null,pubmed_11814627
methyl linolenate,chloroform,null,null,null,null,null,Autoxidation of unsaturated lipid films used as model compounds to study indoor environmental chemistry.,pubmed_11814283
bisphenol A,chloroform,null,null,null,null,null,"Transformation of bisphenol A observed in oxidized lipid films, leading to monohydroxylated bisphenol derivatives.",pubmed_11814283
null,null,null,null,null,null,null,null,pubmed_11814237
null,null,null,null,null,null,null,null,pubmed_11813955
Helicobacter pylori,PBS buffer,350.0,450.0,0.23,null,null,The use of ethidium bromide as a quencher and the FRET mechanism for detection.,pubmed_11813823
Paradisaeidae,null,null,520.0,null,null,null,"Biofluorescence in birds-of-paradise species discussed, focusing on emission wavelengths and visual signaling.",pubmed_11813591
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11813582
null,null,null,null,null,null,null,null,pubmed_11813565
null,null,null,null,null,null,null,null,pubmed_11889569
null,null,null,null,null,null,null,null,pubmed_11884650
null,null,null,null,null,null,null,null,pubmed_11884523
null,null,null,null,null,null,null,null,pubmed_11883399
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11881290
null,null,null,null,null,null,null,null,pubmed_11874728
null,null,null,null,null,null,null,null,pubmed_11873827
eichhornia crassipes,nutrient solution,null,null,null,null,null,"Eichhornia crassipes used in phytoremediation of microplastics, focusing on removal efficiency and mechanisms.",pubmed_11872506
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11869287
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11869275
"benzene-1,3,5-tricarboxylic acid",null,465.0,590.0,null,null,4.6,null,pubmed_11869274
null,null,null,null,null,null,null,null,pubmed_11869261
chlorin e6,null,655.0,664.0,null,1.2e4 (350 nm),null,Chlorin e6 is a classical photosensitizer used in photodynamic therapy (PDT) as part of C-MV nanoparticles for targeting Mycobacterium marinum and treating tuberculosis.,pubmed_11866195
null,null,null,null,null,null,null,null,pubmed_11866017
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11865986
null,null,null,null,null,null,null,null,pubmed_11865980
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11863546
null,null,null,null,null,null,null,null,pubmed_11860438
null,null,null,null,null,null,null,null,pubmed_11860063
null,null,null,null,null,null,null,null,pubmed_11859478
null,null,null,null,null,null,null,null,pubmed_11859247
null,null,null,null,null,null,null,null,pubmed_11859082
null,null,null,null,null,null,null,null,pubmed_11859037
null,null,null,null,null,null,null,null,pubmed_11858976
CsPbBr xI yQDs,null,null,null,null,null,null,"The study discusses quantum dots, specifically CsPbBr xI yQDs, focusing on their optical and electronic properties, including absorption, emission, and quantum yield. The research also covers computational modeling techniques like DFT and machine learning for predicting and optimizing their properties.",pubmed_11858727
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858693
eosin y,acetone,null,580.0,0.55,null,null,eosin-y-doped electrospun fibers exhibit a red emission peak at 580 nm allowing ammonia detection with high sensitivity and wavelength shift sensitivity.,pubmed_11858338
bacterial cellulose,null,null,null,null,null,null,The study investigates bacterial cellulose production using fruit processing wastewater fractions and their impact on BC properties.,pubmed_11857993
null,null,null,null,null,null,null,null,pubmed_11857922
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857859
naYF4@NaYbF4:1%Tm@NaYF4,oleic acid and 1-octadecene,null,null,null,null,null,Upconversion nanoparticles (UCNPs) with NaYF4 core-shell structure doped with Yb and Tm; used as donors in FRET-based sensor for CEA detection; high quantum yield and luminescence efficiency compared to low-doped UCNPs.,pubmed_11857722
