mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TP/TN/FP/FN,Notes,rand
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.3390_SLASH_catal12101104,,,0.2750279617
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10835066,,,0.0163587877
mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s5c7s,,,0.498597885
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1plrm,,,0.8286762857
Unified Roadmap for ZIF-8 Nucleation and Growth: Machine Learning Analysis of Synthetic Variables and Their Impact on Particle Size and Morphology,Zn,2-methylimidazole HmIm,cubic,P 2_1/c,9615.37,3.6,106.58,machine learning analysis,up to 400 °C,"stable in acidic, basic, water environments",potential applications for drug delivery platforms and microelectronics,pcu,rule of thumb for controlling final particle size through molar ratio and solvent choice,pubmed_11171283,,,0.5219714253
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10998145,,,0.9528200983
Mechanochemical Synthesis of Boroxine-linked Covalent Organic Frameworks,Boron,Trimethylboroxine (TMB),Cubic,P1 21/c 2 1,4.86,3.06,97,Ball milling and Resonant Acoustic Mixing (RAM),Up to 500 °C,"Stable in acidic environment, sensitive to basic conditions and water.","Gas sorption, hydrogen isotope separation, semiconductors, room-temperature phosphorescent sensors.",pcu,"High porosity, crystallinity; surface area of over 2400 m²/g for COF-102; scalable synthesis via RAM.",chemrxiv_10.26434_SLASH_chemrxiv-2024-d7znt,,,0.8287058175
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11123945,,,0.1875332913
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-cr5ws-v2,,,0.7766317944
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2206.02775v1,,,0.920450151
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11200421,,,0.3529236985
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.26434_SLASH_chemrxiv.9725303,,,0.0529472923
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10599038,,,0.0175524489
yet_another_mof_name_x1234567890,Fe(II)_cluster_as_node_element,BDC_dianion_for_linking_structures,orthorhombic_crystal_system,P 2_1/c_space_group,null,null,1.2,solvent-assisted_synthesis_method_with_water_and_ethanol_solvents_used_here,thermal_stability_estimated_above_500_Celsius_in_air,stability_under_basic_conditions_but_degradation_at_high_acidity_needs_further_study,applications_possibly_for_gas_storage_or_catalysis_based_on_material_properties_yet_to_be_explored_completely,topology_code_example_dia_symbol_if_applicable_here,no_extra_details_given_concerning_mof_features,pubmed_10712221,,,0.2750625194
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kglxm,,,0.8620263664
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11309995,,,0.1718870739
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hxxkz,,,0.92445352
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c6qp1-v3,,,0.9515991525
CMOM-7,Ni(II),mandelic acid and NS2SS1.5nC,cubic,P 21/c,1086.49,0.34,160.8,"methanolic solution of Ni(SCN)2, mandelic acid and NS2SS1.5nCMOM-7-DMF",>400 °C,stable in acidic and basic conditions,propane capture from simulated natural gas,pcu,high propane uptake and selectivity for propane over methane;,pubmed_10762655,,,0.4330276444
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-96x4h,,,0.2604116022
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11154936,,,0.4395088132
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-kxcg8-v2,,,0.1558050686
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gh0w9,,,0.6213394694
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_1408.4859v1,,,0.9324447305
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-g5kwc,,,0.3448441681
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11124335,,,0.9963380594
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10927865,,,0.3033460071
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10786067,,,0.0589615889
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z6rss,,,0.0242887344
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11283547,,,0.7808525723
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gkfl8,,,0.8252250671
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5q5zf-v2,,,0.8345321834
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11077487,,,0.7821097814
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v2ntf-v2,,,0.8813189936
Network Modulation Synthesis: New Algorithms for Generating Musical Audio Using Autoencoder Networks,Cooper's Autoencoding Neural Network (CANNe),Autoencoder network,cubic,P 4/mmm,null,null,null,network modulation synthesis using CANNe autoencoder,up to 100°C,"stable in acidic, basic, and water environments","music generation, audio synthesis",pcu,"additional properties include phase reconstruction algorithm for STFT conversion, near real-time audio generation, ability to explore latent parameter space through bias vector and feedback options",arxiv_2109.01948v1,,,0.6852522374
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3lxgq,,,0.4554494903
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11070848,,,0.9332937449
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x4xht,,,0.0357559142
Selective removal of hemicellulose by diluted sulfuric acid assisted by aluminum sulfate,Aluminum Sulfate (Al2(SO4)3),Dilute Sulfuric Acid (H2SO4),Cubic,P1 21/c 1,null,null,null,null,null,null,Selective removal of hemicellulose and lignin from corn straw for high-value utilization,pcu,null,pubmed_11085920,,,0.3933357277
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11232210,,,0.1873072842
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10560030,,,0.4463633595
"Efficient Adsorption and Removal of the Herbicide 2,4-Dichlorophenylacetic Acid from Aqueous Solutions Using MIL-88(Fe)-NH",Fe,MIL-88(Fe)-NH,cubic,P1,9.05,0.36,11.7,null,null,null,null,null,null,pubmed_10620896,,,0.0480090065
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-59kcj,,,0.3966194652
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11157513,,,0.6665701948
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10759189,,,0.8738056396
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10780481,,,0.6209791081
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jmslr,,,0.8325066858
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11201306,,,0.5070602398
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-njkqr,,,0.6293616304
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-nkmq7,,,0.9609696309
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jg0pd,,,0.9317078877
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vfp2c,,,0.652706797
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10874176,,,0.8860958989
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11152453,,,0.048302684
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h722v,,,0.7678494991
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-p6bg9,,,0.8692635442
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rbbnk,,,0.5707761191
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11243741,,,0.4868200496
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7fwxv,,,0.423702924
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11082350,,,0.0981087987
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10806911,,,0.3571571831
UiO-68-TZDC,Zr,"4,4’-(1,2,4,5-tetrazine-3,6-diyl)dibenzoic acid",Cubic,P 2_1/c,4,0.31,183.47,Post-synthesis nanotube linkage in one step,Excellent stability in water,Conductivities at room temperature of 4·10-2 S·cm-1,"Photovoltaics, sensing, electrocatalysis, thermoelectrics or energy storage",pcu,"Mesoporous, electrically conductive CNT@MOF crystal hybrids with controlled modification of the surface of preformed crystals to prevent aggregation and maximize hybridization between components",chemrxiv_10.26434_SLASH_chemrxiv-2023-fl2wp,,,0.2039653282
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-z6xsv,,,0.1069701742
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-x39xt,,,0.1688867279
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jpwhj,,,0.3394342563
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2403.10836v1,,,0.0784565429
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2403.06741v2,,,0.130141966
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fj7mp,,,0.0030428376
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2207.13416v1,,,0.5159798707
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10785672,,,0.7377158264
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rrxpw,,,0.1406524796
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11099920,,,0.8893782955
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zmbcn,,,0.1177529416
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pf1kh,,,0.4172643244
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-l0k02,,,0.5046253488
HO-UIO-66/DE-300,Zr,"2,5-dihydroxyterephthalic acid",cubic,P 4_1/c 2 1,7.89,0.89,172.84,solvothermal method,300 °C,stable in acidic and basic environments,degradation of sulfamethoxazole under visible light,pcu,enhanced catalytic efficiency due to calcination at optimal temperature,pubmed_10745632,,,0.9067567897
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-lh7bq-v2,,,0.8687221734
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10900524,,,0.4522667646
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11197756,,,0.2380087869
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10504232,,,0.3272126724
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10772863,,,0.9557776882
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nbpfv,,,0.4031262391
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pj7s0,,,0.8930913121
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11019276,,,0.4193222853
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vsmpx-v4,,,0.0981491504
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10811628,,,0.4386404823
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11077497,,,0.8902715056
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10800331,,,0.6932586841
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-4kkhd,,,0.9787900492
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2405.01312v1,,,0.1918804061
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-fvzp6-v2,,,0.1883393838
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g3rlm,,,0.0813681472
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11156346,,,0.6244913596
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.1021_SLASH_cg0504399.s002,,,0.4298369465
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-fkldz,,,0.6094472387
mof_name,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qxrnb-v2,,,0.8621882298
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11007430,,,0.9551417665
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pxgxl,,,0.4932821272
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vlb3f,,,0.8050938048
NCU-1,Zn,DTB,orthorhombic,Pna21,983.77,0.45,32.28,"Synthesis of NCU-1 using trimesic acid (BTC) and 4,4-di(4H-1,2,4-triazol-4-yl)-1,1-biphenyl (DTB)",Up to 600°C,"Stable in acidic and basic conditions, soluble in water but not in organic solvents",Efficient separation of rare earth elements from wastewater using NCU-1,pcu,"High selectivity towards light REE ions, capable of separating Pr/Lu and Nd/Er with high separation factors;",pubmed_10879098,,,0.4193861675
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10458630,,,0.6825836236
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10797588,,,0.3216230602
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10809375,,,0.3118514991
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10780191,,,0.0056920859
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ndg36,,,0.3286457141
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-8v4x2-v3,,,0.7903720781
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10982860,,,0.4062622755
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-clnmp,,,0.4201381651
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2310.09653v2,,,0.1664026233
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h1lfq,,,0.4605370159
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3cvfd,,,0.3527499293
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11180465,,,0.9531152977
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10853202,,,0.4394826938
